'Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Event'
0.09,0.09,1.64,2.33,0.5,0.3,0.64,1.44,0.2,0.27,2.87,3.13,0.66,0.48,1.25,2.57,0.64,0.56,7.15,8.76,2,1.22,4.94,5.65,1.02,0.97,23.6,22.94,5.96,3.67,2.77,16.22,2.84,1.73,111.92,95.04,36.96,19.45,9.79,65.79,0
0.09,0.09,1.71,2.37,0.53,0.31,0.62,1.5,0.2,0.28,3.04,3.26,0.68,0.5,1.2,2.64,0.65,0.57,7.37,8.95,2.06,1.27,4.63,5.78,1.05,1,24.49,23.83,6.23,3.79,2.67,16.66,3.08,1.89,121.62,103.26,40.15,21.13,9.17,71.46,0
0.09,0.09,1.7,2.32,0.51,0.31,0.58,1.47,0.21,0.29,3.15,3.44,0.7,0.49,1.11,2.75,0.65,0.59,7.56,9.08,2.09,1.3,4.32,5.85,1.07,1.03,25.38,24.71,6.42,3.91,2.56,17.16,3.31,2.06,130.94,111.2,43.22,22.75,8.55,76.94,0
0.09,0.09,1.61,2.21,0.51,0.31,0.54,1.4,0.21,0.29,3.19,3.52,0.73,0.5,1.03,2.82,0.66,0.6,7.69,9.1,2.12,1.32,4.03,5.87,1.09,1.05,26.3,25.59,6.58,4.05,2.46,17.57,3.53,2.21,139.72,118.66,46.13,24.28,7.98,82.09,0
0.09,0.09,1.59,2.16,0.5,0.32,0.5,1.36,0.21,0.29,3.27,3.66,0.74,0.5,0.96,2.9,0.66,0.61,7.73,9.09,2.11,1.32,3.75,5.86,1.1,1.08,27.17,26.43,6.79,4.17,2.34,17.99,3.73,2.36,147.89,125.58,48.83,25.7,7.44,86.87,0
0.09,0.1,1.56,2.08,0.5,0.31,0.47,1.33,0.22,0.29,3.25,3.7,0.73,0.5,0.89,2.91,0.66,0.61,7.89,9.21,2.15,1.35,3.49,5.95,1.11,1.09,27.95,27.18,7,4.28,2.23,18.31,3.92,2.5,155.29,131.87,51.26,26.98,6.95,91.21,0
0.09,0.1,1.47,1.96,0.48,0.3,0.44,1.26,0.22,0.3,3.27,3.76,0.74,0.5,0.83,2.95,0.66,0.62,8.01,9.3,2.18,1.37,3.25,5.97,1.11,1.1,28.68,27.97,7.19,4.4,2.12,18.56,4.08,2.63,161.9,137.47,53.43,28.13,6.49,95.07,0
0.09,0.1,1.39,1.9,0.46,0.29,0.4,1.26,0.22,0.29,3.27,3.83,0.75,0.49,0.77,2.97,0.67,0.63,8.1,9.29,2.18,1.38,3.02,5.92,1.11,1.11,29.29,28.58,7.35,4.49,2.02,18.8,4.23,2.74,167.81,142.47,55.36,29.14,6.06,98.51,0
0.09,0.09,1.33,1.83,0.44,0.29,0.38,1.22,0.22,0.3,3.26,3.81,0.74,0.49,0.72,2.92,0.68,0.64,8.14,9.2,2.16,1.39,2.81,5.83,1.12,1.11,29.88,29.24,7.53,4.58,1.92,19.09,4.37,2.84,173.14,146.97,57.1,30.06,5.66,101.62,0
0.1,0.1,1.28,1.76,0.42,0.28,0.35,1.19,0.23,0.31,3.28,3.83,0.75,0.49,0.68,2.91,0.68,0.64,8.23,9.16,2.17,1.4,2.61,5.78,1.12,1.1,30.4,29.76,7.67,4.66,1.81,19.41,4.48,2.93,177.91,150.98,58.65,30.88,5.28,104.38,0
0.1,0.1,1.24,1.71,0.4,0.28,0.33,1.19,0.23,0.32,3.32,3.88,0.75,0.5,0.63,2.94,0.69,0.64,8.32,9.14,2.17,1.4,2.42,5.75,1.11,1.1,30.87,30.19,7.8,4.72,1.7,19.69,4.59,3.02,182.27,154.66,60.06,31.62,4.92,106.9,0
0.1,0.1,1.2,1.66,0.39,0.28,0.31,1.17,0.23,0.32,3.35,3.91,0.74,0.5,0.58,2.93,0.69,0.65,8.41,9.13,2.17,1.41,2.25,5.76,1.11,1.11,31.29,30.54,7.9,4.77,1.6,19.93,4.69,3.09,186.26,158.02,61.36,32.31,4.59,109.21,0
0.1,0.1,1.15,1.58,0.38,0.27,0.29,1.12,0.24,0.33,3.41,4,0.75,0.51,0.55,2.97,0.69,0.64,8.49,9.1,2.16,1.41,2.09,5.73,1.13,1.12,31.65,30.81,7.99,4.8,1.48,20.15,4.78,3.16,189.96,161.14,62.55,32.94,4.28,111.34,0
0.1,0.1,1.1,1.49,0.36,0.27,0.27,1.08,0.24,0.33,3.44,4.06,0.75,0.52,0.51,2.98,0.69,0.64,8.59,9.1,2.15,1.42,1.93,5.73,1.14,1.13,32,31.07,8.09,4.84,1.37,20.39,4.88,3.23,193.39,164.01,63.66,33.53,3.98,113.32,0
0.1,0.1,1.05,1.42,0.34,0.26,0.25,1.03,0.25,0.34,3.49,4.16,0.75,0.53,0.47,3.02,0.68,0.64,8.68,9.07,2.16,1.43,1.78,5.72,1.15,1.13,32.29,31.27,8.16,4.87,1.27,20.57,4.96,3.3,196.55,166.67,64.69,34.07,3.71,115.14,0
0.1,0.1,1.03,1.36,0.33,0.25,0.23,1.02,0.26,0.34,3.54,4.25,0.76,0.54,0.43,3.06,0.67,0.63,8.75,9.05,2.16,1.43,1.65,5.72,1.16,1.14,32.57,31.5,8.24,4.9,1.18,20.69,5.03,3.36,199.46,169.11,65.62,34.57,3.45,116.82,0
0.13,0.1,2.13,2.48,0.47,0.36,0.21,1.71,0.28,0.34,4.47,5.08,0.88,0.63,0.4,3.55,0.68,0.63,9.32,9.65,2.18,1.47,1.53,6.13,1.13,1.15,30.71,29.68,7.67,4.6,1.09,19.92,5.02,3.42,199.09,168.92,65.39,34.46,3.21,116.62,0
0.13,0.13,2.3,2.5,0.61,0.42,0.2,1.76,0.27,0.37,4.44,4.83,1,0.67,0.37,3.45,0.65,0.63,9.01,9.21,2.21,1.46,1.41,5.95,1.09,1.13,28.72,27.64,7.24,4.33,1.01,19,4.91,3.42,194.46,165.08,63.87,33.65,2.99,113.91,0
0.14,0.13,2.46,2.58,0.67,0.45,0.18,1.84,0.25,0.35,4.43,4.62,1.03,0.69,0.34,3.32,0.61,0.6,8.67,8.72,2.15,1.41,1.31,5.67,1.02,1.1,26.95,26,6.81,4.04,0.93,17.76,4.74,3.35,187.59,159.21,61.63,32.48,2.78,109.85,0
0.13,0.13,2.42,2.55,0.64,0.43,0.17,1.8,0.24,0.34,4.27,4.53,0.98,0.66,0.32,3.21,0.58,0.57,8.15,8.26,2.02,1.32,1.21,5.39,0.98,1.06,25.19,24.53,6.42,3.79,0.86,16.84,4.55,3.24,179.86,152.65,59.08,31.13,2.58,105.32,0
0.13,0.12,2.27,2.41,0.6,0.4,0.16,1.69,0.23,0.33,4.01,4.38,0.91,0.62,0.3,3.09,0.55,0.54,7.6,7.73,1.89,1.24,1.12,5.1,0.93,1.03,23.55,23.14,6.06,3.6,0.8,15.94,4.35,3.11,172.06,146.01,56.5,29.77,2.39,100.72,0
0.12,0.12,2.16,2.25,0.57,0.39,0.15,1.57,0.22,0.31,3.74,4.15,0.86,0.58,0.27,2.93,0.52,0.5,7.07,7.22,1.77,1.15,1.04,4.81,0.89,1,22,21.87,5.7,3.4,0.74,15.05,4.16,2.98,164.73,139.74,54.09,28.5,2.22,96.4,0
0.12,0.11,2.05,2.1,0.53,0.36,0.13,1.46,0.21,0.29,3.51,3.94,0.8,0.55,0.25,2.77,0.49,0.47,6.61,6.78,1.65,1.07,0.96,4.57,0.85,0.97,20.58,20.67,5.39,3.23,0.68,14.23,3.99,2.86,157.93,133.96,51.86,27.32,2.06,92.4,0
0.12,0.11,1.94,1.98,0.53,0.35,0.12,1.38,0.2,0.28,3.26,3.79,0.77,0.52,0.23,2.63,0.47,0.45,6.19,6.37,1.59,1,0.89,4.37,0.82,0.94,19.35,19.63,5.15,3.11,0.63,13.38,3.83,2.74,151.53,128.48,49.79,26.23,1.91,88.64,0
0.12,0.1,1.98,1.97,0.55,0.35,0.12,1.38,0.19,0.27,3.21,3.63,0.78,0.52,0.22,2.5,0.45,0.43,5.94,6.11,1.53,0.97,0.82,4.25,0.8,0.9,18.38,18.8,4.97,3.03,0.58,12.64,3.67,2.63,145.5,123.3,47.83,25.2,1.77,85.08,0
0.12,0.1,1.98,1.99,0.54,0.35,0.11,1.39,0.18,0.25,3.13,3.6,0.75,0.51,0.2,2.45,0.43,0.4,5.59,5.68,1.44,0.91,0.76,4,0.78,0.86,17.49,18.1,4.79,2.95,0.54,11.99,3.53,2.53,139.57,118.24,45.86,24.17,1.64,81.58,0
0.12,0.1,1.86,1.9,0.54,0.34,0.1,1.31,0.17,0.24,2.95,3.48,0.74,0.5,0.19,2.34,0.4,0.39,5.21,5.39,1.37,0.86,0.7,3.83,0.76,0.82,16.47,17.29,4.57,2.84,0.5,11.49,3.38,2.44,133.6,113.18,43.93,23.16,1.51,78.07,0
0.11,0.09,1.91,1.94,0.57,0.35,0.09,1.35,0.17,0.23,2.93,3.48,0.76,0.51,0.17,2.33,0.39,0.36,5.03,5.15,1.35,0.83,0.65,3.73,0.74,0.79,15.37,16.39,4.33,2.72,0.46,11.02,3.24,2.35,127.69,108.13,42.3,22.2,1.4,74.6,0
0.11,0.09,1.9,1.94,0.56,0.34,0.08,1.33,0.17,0.22,2.83,3.37,0.71,0.48,0.16,2.23,0.38,0.35,4.79,4.89,1.26,0.79,0.6,3.53,0.73,0.77,14.34,15.51,4.13,2.61,0.43,10.5,3.09,2.26,121.79,103.12,40.73,21.38,1.3,71.15,0
0.1,0.09,1.78,1.88,0.53,0.32,0.08,1.29,0.17,0.2,2.63,3.13,0.68,0.46,0.15,2.08,0.36,0.34,4.45,4.63,1.17,0.74,0.56,3.32,0.7,0.76,13.53,14.81,3.99,2.51,0.4,10.16,2.94,2.18,116.53,98.01,38.95,20.44,1.2,67.77,0
0.1,0.08,1.77,1.84,0.54,0.32,0.07,1.27,0.17,0.19,2.55,3.01,0.66,0.44,0.14,2.01,0.35,0.33,4.25,4.47,1.14,0.71,0.51,3.25,0.67,0.75,12.91,14.23,3.88,2.44,0.37,9.79,2.78,2.08,110.76,93.04,37.03,19.43,1.11,64.42,0
0.09,0.08,1.74,1.84,0.52,0.31,0.07,1.25,0.17,0.19,2.44,2.86,0.63,0.41,0.13,1.89,0.35,0.32,4,4.24,1.08,0.66,0.48,3.12,0.63,0.75,12.34,13.72,3.76,2.37,0.34,9.54,2.63,1.98,104.78,88,35.02,18.38,1.03,60.92,0
0.09,0.07,1.62,1.76,0.49,0.29,0.06,1.17,0.17,0.18,2.28,2.74,0.59,0.39,0.12,1.8,0.34,0.32,3.75,4.11,1.02,0.62,0.44,3.07,0.61,0.75,11.73,13.19,3.62,2.28,0.31,9.24,2.47,1.88,98.61,82.83,32.95,17.29,0.96,57.33,0
0.08,0.07,1.55,1.65,0.47,0.29,0.06,1.1,0.17,0.17,2.14,2.61,0.57,0.37,0.11,1.7,0.34,0.31,3.56,3.99,0.96,0.59,0.41,3.02,0.62,0.74,11.09,12.62,3.47,2.19,0.29,9,2.32,1.78,92.35,77.56,30.86,16.19,0.88,53.67,0
0.08,0.06,1.5,1.57,0.45,0.28,0.05,1.03,0.17,0.17,2.04,2.51,0.55,0.36,0.1,1.64,0.33,0.31,3.37,3.93,0.94,0.56,0.38,3.01,0.63,0.74,10.43,12.43,3.3,2.08,0.27,8.83,2.17,1.68,86.21,72.55,28.81,15.11,0.82,50.07,0
0.08,0.06,1.41,1.53,0.42,0.26,0.05,0.99,0.16,0.16,1.93,2.46,0.52,0.35,0.09,1.59,0.33,0.3,3.13,3.88,0.91,0.53,0.35,3,0.64,0.74,9.89,12.24,3.15,1.98,0.25,8.77,2.03,1.57,80.25,67.74,26.81,14.05,0.76,46.76,0
0.07,0.06,1.33,1.44,0.39,0.25,0.05,0.93,0.16,0.16,1.81,2.31,0.49,0.34,0.09,1.49,0.33,0.3,2.93,3.9,0.88,0.5,0.32,3.03,0.65,0.75,9.53,12.02,3,1.95,0.23,8.68,1.89,1.47,74.6,63.11,24.92,13.06,0.7,43.56,0
0.07,0.06,1.26,1.35,0.37,0.24,0.04,0.89,0.15,0.16,1.7,2.22,0.47,0.33,0.08,1.44,0.33,0.29,2.79,3.87,0.85,0.49,0.3,3.03,0.67,0.75,9.21,11.79,2.87,1.92,0.21,8.59,1.76,1.37,69.37,58.69,23.17,12.14,0.65,40.51,0
0.07,0.05,1.17,1.29,0.34,0.23,0.04,0.85,0.15,0.15,1.59,2.09,0.44,0.32,0.07,1.35,0.32,0.29,2.65,3.88,0.83,0.46,0.28,3.06,0.68,0.75,8.87,11.53,2.76,1.88,0.2,8.47,1.64,1.28,64.57,54.53,21.57,11.3,0.6,37.64,0
0.07,0.05,1.1,1.23,0.32,0.22,0.04,0.81,0.14,0.15,1.49,1.98,0.42,0.31,0.07,1.28,0.31,0.28,2.52,3.9,0.81,0.43,0.26,3.09,0.69,0.74,8.55,11.29,2.67,1.85,0.18,8.35,1.52,1.19,60.18,50.65,20.11,10.53,0.56,34.95,0
0.07,0.05,1.02,1.18,0.31,0.2,0.03,0.77,0.14,0.15,1.38,1.85,0.4,0.29,0.06,1.19,0.31,0.27,2.39,3.89,0.79,0.42,0.24,3.1,0.7,0.74,8.24,11.07,2.58,1.8,0.17,8.23,1.42,1.1,56.1,47.07,18.74,9.81,0.52,32.51,0
0.06,0.05,0.95,1.14,0.29,0.19,0.03,0.74,0.14,0.15,1.29,1.73,0.37,0.29,0.06,1.11,0.3,0.26,2.3,3.87,0.77,0.39,0.22,3.12,0.7,0.73,7.95,10.85,2.5,1.75,0.16,8.13,1.33,1.03,52.34,43.89,17.49,9.15,0.48,30.33,0
0.06,0.05,0.89,1.09,0.27,0.18,0.03,0.7,0.13,0.15,1.22,1.61,0.35,0.28,0.05,1.03,0.3,0.25,2.2,3.86,0.75,0.38,0.2,3.13,0.69,0.72,7.63,10.62,2.41,1.7,0.14,8.03,1.24,0.96,48.84,40.95,16.31,8.54,0.44,28.29,0
0.06,0.05,0.83,1.04,0.26,0.17,0.03,0.67,0.12,0.16,1.15,1.52,0.34,0.27,0.05,0.97,0.29,0.25,2.12,3.85,0.73,0.36,0.19,3.15,0.69,0.71,7.32,10.37,2.33,1.65,0.13,7.93,1.16,0.9,45.57,38.21,15.21,7.96,0.41,26.4,0
0.06,0.04,0.77,0.99,0.24,0.16,0.02,0.64,0.12,0.16,1.09,1.48,0.32,0.27,0.05,0.92,0.29,0.24,2.06,3.9,0.71,0.35,0.17,3.17,0.68,0.69,7.04,10.15,2.25,1.6,0.12,7.84,1.09,0.84,42.51,35.63,14.18,7.42,0.38,24.61,0
0.06,0.04,0.72,0.97,0.23,0.15,0.02,0.63,0.11,0.16,1.02,1.43,0.32,0.27,0.04,0.89,0.29,0.24,2,4.02,0.71,0.33,0.16,3.16,0.68,0.68,6.79,9.92,2.18,1.55,0.11,7.74,1.02,0.78,39.63,33.22,13.22,6.91,0.35,22.94,0
0.06,0.04,0.67,0.95,0.22,0.14,0.02,0.62,0.11,0.16,0.98,1.44,0.31,0.26,0.04,0.89,0.29,0.23,1.94,4.11,0.7,0.32,0.15,3.14,0.68,0.68,6.54,9.69,2.12,1.5,0.11,7.66,0.95,0.72,36.9,30.92,12.3,6.43,0.32,21.34,0
0.05,0.04,0.64,0.91,0.21,0.13,0.02,0.62,0.11,0.16,0.91,1.44,0.3,0.25,0.04,0.89,0.29,0.23,1.91,4.25,0.69,0.31,0.14,3.1,0.68,0.71,6.28,9.42,2.07,1.45,0.1,7.52,0.89,0.68,34.35,28.78,11.45,5.98,0.3,19.86,0
0.05,0.04,0.6,0.88,0.2,0.13,0.02,0.6,0.11,0.16,0.85,1.43,0.3,0.25,0.03,0.87,0.29,0.22,1.86,4.35,0.69,0.3,0.13,3.08,0.67,0.73,6.01,9.08,2.01,1.39,0.09,7.33,0.83,0.63,31.95,26.76,10.64,5.56,0.28,18.45,0
0.05,0.04,0.56,0.86,0.19,0.12,0.02,0.58,0.1,0.16,0.8,1.46,0.29,0.24,0.03,0.87,0.3,0.22,1.85,4.48,0.69,0.29,0.12,3.01,0.67,0.74,5.75,8.74,1.95,1.33,0.08,7.11,0.78,0.59,29.69,24.85,9.88,5.16,0.26,17.12,0
0.05,0.04,0.52,0.8,0.18,0.12,0.02,0.54,0.1,0.16,0.76,1.49,0.29,0.23,0.03,0.89,0.31,0.22,1.83,4.62,0.68,0.28,0.11,2.96,0.67,0.74,5.47,8.38,1.89,1.27,0.08,6.86,0.72,0.55,27.59,23.08,9.18,4.79,0.24,15.9,0
0.05,0.04,0.49,0.76,0.18,0.11,0.01,0.52,0.09,0.15,0.73,1.5,0.29,0.23,0.03,0.88,0.32,0.22,1.82,4.76,0.69,0.28,0.1,2.89,0.67,0.73,5.22,8.01,1.84,1.21,0.07,6.58,0.67,0.51,25.6,21.41,8.51,4.44,0.22,14.76,0
0.05,0.04,0.48,0.75,0.18,0.11,0.01,0.52,0.09,0.15,0.71,1.53,0.29,0.22,0.02,0.89,0.32,0.22,1.85,4.98,0.7,0.28,0.09,3.06,0.66,0.73,5.03,7.73,1.81,1.18,0.07,6.36,0.63,0.49,23.73,19.81,7.88,4.11,0.2,13.67,0
0.04,0.04,0.45,0.71,0.18,0.11,0.01,0.5,0.09,0.15,0.7,1.56,0.3,0.21,0.02,0.91,0.32,0.22,1.86,5.16,0.71,0.27,0.09,3.18,0.65,0.73,4.87,7.48,1.79,1.16,0.06,6.17,0.59,0.48,21.99,18.37,7.3,3.81,0.19,12.67,0
0.04,0.04,0.44,0.73,0.18,0.1,0.01,0.53,0.09,0.15,0.68,1.54,0.3,0.2,0.02,0.91,0.32,0.22,1.86,5.28,0.7,0.27,0.08,3.26,0.65,0.73,4.71,7.21,1.75,1.13,0.06,5.95,0.55,0.47,20.38,17.02,6.77,3.53,0.17,11.74,0
0.04,0.04,0.41,0.69,0.17,0.1,0.01,0.51,0.09,0.15,0.64,1.52,0.3,0.19,0.02,0.88,0.32,0.22,1.85,5.36,0.68,0.27,0.07,3.29,0.64,0.72,4.56,6.95,1.71,1.1,0.05,5.73,0.51,0.47,18.87,15.77,6.27,3.27,0.16,10.9,0
0.05,0.04,0.38,0.64,0.16,0.1,0.01,0.49,0.09,0.14,0.62,1.53,0.29,0.19,0.02,0.87,0.31,0.23,1.83,5.39,0.67,0.27,0.07,3.29,0.63,0.72,4.41,6.67,1.67,1.08,0.05,5.49,0.48,0.46,17.5,14.63,5.81,3.04,0.15,10.12,0
0.04,0.04,0.37,0.62,0.16,0.1,0.01,0.49,0.08,0.14,0.61,1.55,0.28,0.19,0.02,0.87,0.3,0.23,1.79,5.38,0.64,0.28,0.06,3.26,0.61,0.73,4.29,6.44,1.66,1.06,0.04,5.29,0.47,0.47,16.22,13.54,5.38,2.81,0.14,9.39,0
0.04,0.04,0.36,0.59,0.15,0.09,0.01,0.46,0.08,0.14,0.57,1.52,0.27,0.19,0.02,0.85,0.3,0.22,1.74,5.36,0.62,0.28,0.06,3.23,0.6,0.73,4.22,6.31,1.65,1.06,0.04,5.16,0.47,0.49,15.04,12.57,4.99,2.6,0.13,8.71,0
0.04,0.04,0.34,0.56,0.14,0.09,0.01,0.44,0.08,0.14,0.54,1.49,0.26,0.2,0.01,0.81,0.29,0.22,1.71,5.35,0.61,0.28,0.05,3.22,0.58,0.74,4.15,6.16,1.63,1.05,0.04,5,0.47,0.5,13.96,11.64,4.62,2.41,0.12,8.07,0
0.04,0.03,0.32,0.54,0.14,0.09,0.01,0.44,0.08,0.14,0.54,1.44,0.24,0.2,0.01,0.75,0.27,0.22,1.68,5.28,0.58,0.28,0.05,3.19,0.56,0.74,4.09,6.01,1.61,1.05,0.04,4.84,0.47,0.52,12.96,10.8,4.29,2.23,0.11,7.49,0
0.04,0.03,0.31,0.51,0.13,0.08,0.01,0.42,0.08,0.13,0.54,1.42,0.24,0.19,0.01,0.77,0.26,0.21,1.64,5.25,0.57,0.29,0.05,3.17,0.54,0.73,4.03,5.93,1.6,1.07,0.03,4.72,0.46,0.53,12.05,10.04,3.99,2.07,0.1,6.96,0
0.04,0.03,0.29,0.48,0.14,0.08,0.01,0.41,0.08,0.13,0.52,1.4,0.23,0.19,0.01,0.79,0.26,0.21,1.63,5.23,0.58,0.3,0.04,3.17,0.53,0.72,3.99,5.86,1.58,1.09,0.03,4.61,0.46,0.54,11.21,9.33,3.71,1.93,0.09,6.47,0
0.04,0.03,0.28,0.47,0.13,0.08,0.01,0.39,0.07,0.12,0.51,1.41,0.22,0.19,0.01,0.81,0.25,0.21,1.61,5.19,0.59,0.3,0.04,3.16,0.5,0.71,3.94,5.77,1.54,1.1,0.03,4.5,0.46,0.55,10.43,8.67,3.45,1.79,0.09,6.02,0
0.04,0.03,0.27,0.48,0.13,0.08,0.01,0.41,0.07,0.12,0.49,1.4,0.22,0.18,0.01,0.8,0.23,0.2,1.58,5.07,0.58,0.31,0.04,3.1,0.48,0.69,3.91,5.77,1.5,1.1,0.03,4.47,0.46,0.55,9.7,8.07,3.2,1.67,0.08,5.61,0
0.04,0.03,0.26,0.47,0.13,0.08,0,0.41,0.07,0.12,0.46,1.35,0.22,0.17,0.01,0.78,0.23,0.21,1.54,4.92,0.57,0.31,0.03,3.02,0.46,0.68,3.87,5.69,1.46,1.1,0.02,4.53,0.46,0.55,9.03,7.51,2.98,1.55,0.07,5.22,0
0.04,0.03,0.26,0.44,0.12,0.08,0,0.4,0.08,0.12,0.47,1.31,0.23,0.17,0.01,0.81,0.24,0.22,1.51,4.74,0.56,0.33,0.03,2.94,0.44,0.68,3.84,5.62,1.41,1.09,0.02,4.52,0.46,0.55,8.42,7.01,2.77,1.45,0.07,4.87,0
0.04,0.03,0.25,0.44,0.12,0.08,0,0.41,0.08,0.12,0.45,1.25,0.23,0.17,0.01,0.8,0.25,0.22,1.49,4.6,0.54,0.34,0.03,2.87,0.42,0.67,3.8,5.6,1.36,1.09,0.02,4.55,0.45,0.55,7.84,6.53,2.58,1.35,0.06,4.56,0
0.04,0.03,0.26,0.47,0.12,0.1,0,0.41,0.08,0.12,0.43,1.21,0.22,0.16,0.01,0.77,0.25,0.23,1.5,4.53,0.55,0.34,0.03,2.88,0.41,0.67,3.74,5.64,1.3,1.08,0.02,4.59,0.45,0.53,7.31,6.08,2.4,1.26,0.06,4.25,0
0.04,0.03,0.26,0.47,0.12,0.1,0,0.39,0.08,0.12,0.41,1.14,0.22,0.16,0.01,0.75,0.26,0.23,1.48,4.46,0.54,0.35,0.02,2.86,0.4,0.67,3.66,5.68,1.27,1.05,0.02,4.58,0.44,0.53,6.81,5.66,2.23,1.17,0.05,4.15,0
0.04,0.03,0.26,0.49,0.12,0.1,0,0.37,0.08,0.11,0.39,1.1,0.22,0.15,0.01,0.74,0.26,0.24,1.48,4.39,0.54,0.37,0.02,2.85,0.39,0.67,3.55,5.7,1.31,1.01,0.02,4.56,0.43,0.54,6.33,5.26,2.07,1.09,0.05,4.25,0
0.04,0.03,0.26,0.49,0.11,0.1,0,0.34,0.08,0.11,0.38,1.09,0.22,0.14,0.01,0.72,0.26,0.24,1.46,4.29,0.52,0.38,0.02,2.83,0.38,0.68,3.45,5.75,1.34,0.98,0.02,4.54,0.42,0.54,5.9,5.26,1.92,1.02,0.05,4.33,0
0.03,0.03,0.25,0.48,0.11,0.09,0,0.34,0.08,0.11,0.38,1.1,0.23,0.14,0.01,0.7,0.26,0.24,1.42,4.16,0.5,0.39,0.02,2.79,0.37,0.69,3.38,5.7,1.37,0.96,0.01,4.45,0.42,0.53,5.47,5.31,1.81,0.95,0.04,4.35,0
0.03,0.03,0.24,0.49,0.11,0.09,0,0.32,0.09,0.1,0.37,1.05,0.22,0.13,0,0.71,0.26,0.25,1.36,3.98,0.48,0.39,0.02,2.72,0.35,0.7,3.35,5.61,1.4,0.97,0.01,4.32,0.41,0.53,5.1,5.37,1.7,0.95,0.04,4.4,0
0.03,0.03,0.25,0.48,0.11,0.1,0,0.31,0.09,0.09,0.37,1.02,0.22,0.13,0,0.73,0.26,0.25,1.32,3.8,0.45,0.4,0.02,2.66,0.34,0.72,3.3,5.76,1.43,0.99,0.01,4.18,0.4,0.52,4.74,5.39,1.6,0.96,0.04,4.41,0
0.03,0.04,0.27,0.51,0.11,0.1,0,0.34,0.08,0.09,0.38,0.98,0.23,0.14,0,0.74,0.26,0.26,1.3,3.71,0.43,0.4,0.02,2.66,0.32,0.73,3.23,5.96,1.45,1,0.01,4.3,0.39,0.52,4.4,5.47,1.52,0.99,0.03,4.49,0
0.03,0.04,0.25,0.5,0.11,0.09,0,0.33,0.08,0.09,0.37,0.99,0.24,0.13,0,0.73,0.25,0.26,1.24,3.57,0.42,0.4,0.01,2.6,0.31,0.74,3.12,6.22,1.48,1.02,0.01,4.47,0.38,0.52,4.1,5.57,1.44,1.02,0.03,4.57,0
0.04,0.04,0.26,0.55,0.1,0.09,0,0.35,0.09,0.09,0.36,1.02,0.23,0.13,0,0.74,0.27,0.27,1.18,3.45,0.42,0.4,0.01,2.51,0.3,0.74,3.03,6.37,1.5,1.04,0.01,4.56,0.37,0.52,3.82,5.7,1.36,1.05,0.03,4.69,0
0.04,0.04,0.26,0.55,0.11,0.09,0,0.35,0.1,0.09,0.36,1.01,0.23,0.13,0,0.77,0.28,0.28,1.1,3.26,0.41,0.39,0.01,2.42,0.3,0.74,2.96,6.41,1.51,1.07,0.01,4.58,0.37,0.51,3.59,5.73,1.37,1.08,0.03,4.72,0
0.04,0.04,0.26,0.56,0.11,0.09,0,0.38,0.1,0.1,0.36,1.01,0.23,0.12,0,0.81,0.28,0.29,1.05,3.15,0.43,0.39,0.01,2.37,0.29,0.73,2.88,6.44,1.51,1.09,0.01,4.61,0.36,0.5,3.37,5.74,1.39,1.09,0.02,4.72,0
0.04,0.04,0.27,0.57,0.1,0.09,0,0.36,0.11,0.1,0.36,1.04,0.23,0.12,0,0.78,0.29,0.29,1.03,3.11,0.45,0.39,0.01,2.29,0.29,0.72,2.87,6.41,1.51,1.11,0.01,4.63,0.36,0.48,3.19,5.72,1.4,1.11,0.02,4.7,0
0.04,0.04,0.25,0.54,0.1,0.08,0,0.35,0.11,0.11,0.34,1.06,0.23,0.13,0,0.78,0.29,0.29,1,3.03,0.46,0.4,0.01,2.17,0.29,0.71,2.89,6.29,1.48,1.11,0.01,4.61,0.35,0.46,3,5.79,1.43,1.14,0.02,4.76,0
0.04,0.04,0.24,0.53,0.1,0.08,0,0.34,0.11,0.11,0.34,1.09,0.23,0.13,0,0.77,0.3,0.3,0.95,2.94,0.46,0.4,0.01,2.07,0.3,0.68,2.9,6.14,1.44,1.12,0.01,4.57,0.35,0.45,2.84,5.81,1.44,1.16,0.02,4.78,0
0.04,0.04,0.24,0.57,0.09,0.08,0,0.34,0.11,0.11,0.35,1.18,0.24,0.13,0,0.74,0.3,0.3,0.89,2.79,0.45,0.39,0.01,1.97,0.3,0.65,2.95,6,1.41,1.13,0.01,4.53,0.35,0.44,2.88,5.9,1.46,1.18,0.02,4.84,0
0.04,0.04,0.25,0.55,0.1,0.08,0,0.34,0.11,0.1,0.33,1.23,0.25,0.14,0,0.77,0.31,0.3,0.88,2.68,0.45,0.4,0.01,1.95,0.31,0.62,2.92,6,1.4,1.14,0.01,4.59,0.34,0.44,2.94,6.01,1.48,1.2,0.02,4.93,0
0.04,0.04,0.24,0.53,0.09,0.08,0,0.32,0.11,0.1,0.34,1.29,0.24,0.14,0,0.8,0.32,0.31,0.83,2.58,0.44,0.4,0.01,1.91,0.32,0.59,2.87,6.02,1.4,1.13,0.01,4.68,0.34,0.44,3,6.13,1.51,1.22,0.02,5.01,0
