'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:43:53.823 11/09/2023]',0.07,0.06,0.64,0.00,0.14,0.20,0.61,0.95,0.14,0.11,1.14,0.00,0.22,0.29,1.25,1.56,0.30,0.21,1.91,0.00,0.40,0.60,2.08,3.19,0.60,0.57,5.93,0.00,1.52,1.91,7.93,10.09,1.07,0.52,36.38,0.00,7.39,9.30,24.63,25.69,0
'[11:43:53.850 11/09/2023]',0.07,0.06,0.62,0.00,0.14,0.20,0.59,0.91,0.13,0.11,1.13,0.00,0.22,0.28,1.22,1.50,0.30,0.20,1.97,0.00,0.40,0.62,2.19,3.14,0.58,0.56,5.70,0.00,1.44,1.83,7.74,9.73,1.01,0.49,34.47,0.00,6.99,8.81,23.34,24.34,0
'[11:43:53.879 11/09/2023]',0.07,0.06,0.59,0.00,0.13,0.19,0.56,0.91,0.13,0.11,1.09,0.00,0.22,0.28,1.28,1.55,0.29,0.18,1.99,0.00,0.39,0.61,2.22,3.03,0.57,0.55,5.60,0.00,1.37,1.80,7.58,9.42,0.95,0.47,32.50,0.00,6.59,8.30,22.00,22.94,0
'[11:43:53.900 11/09/2023]',0.07,0.06,0.58,0.00,0.12,0.18,0.57,0.91,0.12,0.11,1.05,0.00,0.21,0.28,1.33,1.60,0.28,0.18,2.00,0.00,0.39,0.61,2.24,2.90,0.55,0.54,5.52,0.00,1.30,1.78,7.46,9.17,0.89,0.44,30.53,0.00,6.19,7.80,20.67,21.55,0
'[11:43:53.930 11/09/2023]',0.06,0.06,0.55,0.00,0.11,0.17,0.54,0.89,0.11,0.10,1.05,0.00,0.21,0.28,1.36,1.63,0.28,0.17,1.97,0.00,0.39,0.60,2.23,2.87,0.54,0.53,5.43,0.00,1.24,1.75,7.34,8.96,0.83,0.41,28.57,0.00,5.79,7.30,19.34,20.17,0
'[11:43:53.955 11/09/2023]',0.06,0.05,0.52,0.00,0.11,0.16,0.53,0.85,0.11,0.10,1.05,0.00,0.20,0.28,1.38,1.64,0.27,0.17,1.95,0.00,0.39,0.59,2.24,2.90,0.53,0.51,5.35,0.00,1.19,1.73,7.22,8.75,0.78,0.39,26.63,0.00,5.40,6.81,18.02,18.81,0
'[11:43:53.980 11/09/2023]',0.06,0.05,0.51,0.00,0.10,0.15,0.50,0.86,0.11,0.10,1.08,0.00,0.20,0.28,1.40,1.64,0.26,0.17,1.90,0.00,0.38,0.56,2.22,2.98,0.51,0.50,5.26,0.00,1.20,1.71,7.06,8.48,0.73,0.36,24.76,0.00,5.02,6.33,16.74,17.49,0
'[11:43:54.010 11/09/2023]',0.06,0.05,0.49,0.00,0.10,0.15,0.48,0.87,0.11,0.09,1.07,0.00,0.19,0.28,1.40,1.65,0.26,0.17,1.87,0.00,0.38,0.55,2.21,3.02,0.50,0.49,5.11,0.00,1.19,1.67,6.84,8.16,0.68,0.34,22.98,0.00,4.66,5.87,15.53,16.25,0
'[11:43:54.037 11/09/2023]',0.05,0.05,0.46,0.00,0.10,0.14,0.46,0.89,0.10,0.09,1.06,0.00,0.20,0.28,1.42,1.66,0.25,0.17,1.84,0.00,0.38,0.53,2.21,3.07,0.49,0.48,4.99,0.00,1.18,1.63,6.60,7.82,0.63,0.32,21.32,0.00,4.33,5.45,14.42,15.08,0
'[11:43:54.066 11/09/2023]',0.05,0.05,0.44,0.00,0.10,0.13,0.44,0.92,0.10,0.09,1.04,0.00,0.19,0.28,1.41,1.68,0.25,0.17,1.82,0.00,0.38,0.51,2.23,3.13,0.48,0.47,4.92,0.00,1.15,1.63,6.46,7.50,0.59,0.30,19.80,0.00,4.02,5.07,13.40,14.02,0
'[11:43:54.096 11/09/2023]',0.05,0.05,0.42,0.00,0.10,0.13,0.43,0.93,0.10,0.09,1.02,0.00,0.19,0.27,1.41,1.66,0.24,0.16,1.81,0.00,0.37,0.49,2.28,3.21,0.47,0.45,4.88,0.00,1.16,1.67,6.46,7.22,0.54,0.30,18.40,0.00,3.74,4.71,12.45,13.04,0
'[11:43:54.124 11/09/2023]',0.05,0.05,0.39,0.00,0.09,0.12,0.43,0.97,0.10,0.08,1.00,0.00,0.18,0.27,1.38,1.68,0.24,0.16,1.79,0.00,0.37,0.46,2.30,3.25,0.46,0.44,4.85,0.00,1.17,1.68,6.42,7.05,0.51,0.30,17.11,0.00,3.48,4.37,11.58,12.14,0
'[11:43:54.155 11/09/2023]',0.05,0.04,0.38,0.00,0.08,0.12,0.43,1.00,0.09,0.08,0.96,0.00,0.17,0.26,1.35,1.71,0.23,0.15,1.80,0.00,0.36,0.44,2.35,3.27,0.45,0.42,4.75,0.00,1.18,1.68,6.30,6.99,0.47,0.30,15.93,0.00,3.23,4.07,10.78,11.32,0
'[11:43:54.181 11/09/2023]',0.04,0.04,0.36,0.00,0.08,0.12,0.41,1.02,0.09,0.08,0.93,0.00,0.16,0.25,1.32,1.76,0.22,0.14,1.81,0.00,0.36,0.42,2.41,3.25,0.44,0.41,4.65,0.00,1.17,1.68,6.17,6.92,0.44,0.30,14.81,0.00,3.00,3.79,10.03,10.52,0
'[11:43:54.219 11/09/2023]',0.05,0.04,0.36,0.00,0.08,0.11,0.43,1.05,0.09,0.08,0.89,0.00,0.16,0.24,1.27,1.78,0.20,0.13,1.81,0.00,0.35,0.40,2.41,3.26,0.43,0.41,4.56,0.00,1.16,1.67,6.03,6.82,0.41,0.30,13.77,0.00,2.79,3.53,9.33,9.78,0
'[11:43:54.250 11/09/2023]',0.04,0.04,0.36,0.00,0.08,0.11,0.44,1.07,0.09,0.08,0.87,0.00,0.16,0.23,1.26,1.82,0.19,0.13,1.83,0.00,0.35,0.38,2.47,3.24,0.45,0.39,4.47,0.00,1.14,1.68,5.85,6.65,0.38,0.30,12.82,0.00,2.60,3.29,8.69,9.10,0
'[11:43:54.281 11/09/2023]',0.04,0.04,0.37,0.00,0.07,0.11,0.45,1.04,0.09,0.08,0.82,0.00,0.16,0.22,1.18,1.86,0.18,0.13,1.83,0.00,0.35,0.36,2.50,3.22,0.46,0.38,4.39,0.00,1.11,1.68,5.74,6.48,0.35,0.30,11.92,0.00,2.42,3.06,8.09,8.48,0
'[11:43:54.315 11/09/2023]',0.04,0.04,0.34,0.00,0.07,0.10,0.43,1.02,0.09,0.08,0.82,0.00,0.16,0.21,1.15,1.90,0.17,0.13,1.80,0.00,0.34,0.34,2.50,3.20,0.47,0.38,4.32,0.00,1.08,1.69,5.71,6.34,0.33,0.29,11.10,0.00,2.26,2.86,7.56,7.93,0
'[11:43:54.341 11/09/2023]',0.04,0.04,0.34,0.00,0.07,0.10,0.43,1.00,0.09,0.07,0.80,0.00,0.15,0.21,1.13,1.94,0.18,0.13,1.74,0.00,0.33,0.34,2.46,3.16,0.48,0.37,4.24,0.00,1.05,1.69,5.68,6.20,0.31,0.29,10.34,0.00,2.11,2.67,7.06,7.42,0
'[11:43:54.376 11/09/2023]',0.04,0.04,0.34,0.00,0.06,0.10,0.44,0.95,0.08,0.07,0.76,0.00,0.14,0.21,1.07,1.94,0.18,0.14,1.67,0.00,0.32,0.35,2.40,3.13,0.49,0.37,4.15,0.00,1.06,1.69,5.65,6.07,0.29,0.29,9.62,0.00,1.98,2.49,6.57,6.92,0
'[11:43:54.417 11/09/2023]',0.04,0.04,0.35,0.00,0.07,0.10,0.45,0.90,0.08,0.07,0.73,0.00,0.14,0.21,1.04,1.95,0.18,0.15,1.63,0.00,0.31,0.34,2.38,3.11,0.49,0.38,4.02,0.00,1.08,1.67,5.65,5.96,0.29,0.27,8.95,0.00,1.84,2.32,6.11,6.44,0
'[11:43:54.448 11/09/2023]',0.04,0.04,0.33,0.00,0.07,0.10,0.43,0.88,0.08,0.07,0.71,0.00,0.13,0.21,1.04,1.98,0.18,0.15,1.57,0.00,0.31,0.34,2.33,3.13,0.49,0.39,3.87,0.00,1.09,1.66,5.69,5.78,0.28,0.25,8.32,0.00,1.73,2.17,5.68,6.29,0
'[11:43:54.470 11/09/2023]',0.04,0.04,0.31,0.00,0.07,0.09,0.42,0.86,0.08,0.06,0.68,0.00,0.12,0.20,1.02,1.99,0.19,0.15,1.51,0.00,0.31,0.34,2.28,3.11,0.48,0.40,3.68,0.00,1.09,1.66,5.68,5.77,0.27,0.24,7.73,0.00,1.61,2.02,5.28,6.14,0
'[11:43:54.502 11/09/2023]',0.03,0.04,0.30,0.00,0.07,0.10,0.40,0.85,0.08,0.06,0.68,0.00,0.13,0.20,1.02,1.96,0.20,0.15,1.45,0.00,0.32,0.35,2.20,3.13,0.48,0.41,3.71,0.00,1.08,1.64,5.74,5.82,0.27,0.24,7.21,0.00,1.51,1.89,5.01,6.00,0
'[11:43:54.527 11/09/2023]',0.04,0.04,0.28,0.00,0.08,0.09,0.40,0.88,0.08,0.07,0.68,0.00,0.12,0.20,1.02,1.94,0.20,0.15,1.34,0.00,0.31,0.35,2.10,3.11,0.48,0.42,3.82,0.00,1.04,1.59,5.93,5.83,0.26,0.24,6.73,0.00,1.42,1.77,4.70,5.73,0
'[11:43:54.557 11/09/2023]',0.04,0.05,0.27,0.00,0.08,0.09,0.38,0.89,0.07,0.07,0.69,0.00,0.12,0.20,1.02,1.92,0.20,0.16,1.26,0.00,0.31,0.34,2.01,3.12,0.47,0.43,3.92,0.00,1.00,1.54,6.12,5.88,0.26,0.24,6.26,0.00,1.32,1.65,4.41,5.50,0
'[11:43:54.586 11/09/2023]',0.04,0.04,0.26,0.00,0.08,0.08,0.36,0.92,0.08,0.06,0.70,0.00,0.12,0.20,1.00,1.87,0.20,0.16,1.18,0.00,0.31,0.33,1.94,3.05,0.46,0.45,4.00,0.00,0.95,1.48,6.25,6.07,0.25,0.25,5.83,0.00,1.24,1.54,4.19,5.32,0
'[11:43:54.618 11/09/2023]',0.04,0.04,0.25,0.00,0.08,0.08,0.36,0.92,0.08,0.06,0.71,0.00,0.11,0.19,1.00,1.81,0.20,0.16,1.11,0.00,0.30,0.32,1.87,2.97,0.47,0.47,4.08,0.00,0.91,1.43,6.35,6.26,0.24,0.25,5.45,0.00,1.16,1.44,3.97,5.12,0
'[11:43:54.639 11/09/2023]',0.04,0.04,0.25,0.00,0.07,0.08,0.36,0.89,0.08,0.06,0.71,0.00,0.11,0.19,0.97,1.76,0.19,0.16,1.08,0.00,0.30,0.32,1.75,2.86,0.48,0.49,4.17,0.00,0.87,1.39,6.47,6.50,0.24,0.26,5.07,0.00,1.09,1.34,3.94,4.94,0
'[11:43:54.666 11/09/2023]',0.04,0.04,0.25,0.00,0.08,0.09,0.35,0.87,0.08,0.06,0.71,0.00,0.11,0.19,0.94,1.68,0.19,0.15,1.07,0.00,0.28,0.35,1.65,2.76,0.49,0.50,4.30,0.00,0.87,1.37,6.63,6.77,0.24,0.26,4.75,0.00,1.03,1.27,4.02,4.75,0
'[11:43:54.712 11/09/2023]',0.05,0.04,0.25,0.00,0.08,0.09,0.36,0.83,0.09,0.06,0.72,0.00,0.11,0.19,0.94,1.66,0.19,0.14,1.03,0.00,0.27,0.37,1.59,2.68,0.47,0.52,4.45,0.00,0.91,1.43,6.85,7.08,0.25,0.26,4.45,0.00,0.97,1.26,4.08,4.56,0
'[11:43:54.814 11/09/2023]',0.06,0.04,0.27,0.00,0.08,0.09,0.39,0.89,0.10,0.06,0.70,0.00,0.10,0.19,0.92,1.65,0.19,0.14,0.95,0.00,0.27,0.38,1.56,2.58,0.46,0.52,4.58,0.00,0.94,1.49,7.00,7.32,0.27,0.27,4.17,0.00,0.94,1.26,4.11,4.58,0
'[11:43:54.907 11/09/2023]',0.06,0.04,0.26,0.00,0.07,0.08,0.39,0.88,0.11,0.06,0.67,0.00,0.10,0.18,0.88,1.57,0.19,0.14,0.91,0.00,0.27,0.38,1.49,2.44,0.47,0.52,4.67,0.00,0.95,1.53,7.09,7.42,0.31,0.27,3.92,0.00,0.93,1.25,4.06,4.54,0
'[11:43:55.003 11/09/2023]',0.06,0.04,0.26,0.00,0.07,0.08,0.37,0.85,0.12,0.06,0.67,0.00,0.10,0.17,0.83,1.51,0.19,0.14,0.98,0.00,0.28,0.38,1.49,2.28,0.47,0.53,4.81,0.00,0.97,1.59,7.25,7.60,0.35,0.27,3.68,0.00,0.92,1.23,3.96,4.45,0
'[11:43:55.090 11/09/2023]',0.06,0.05,0.24,0.00,0.07,0.08,0.36,0.82,0.13,0.06,0.64,0.00,0.09,0.16,0.80,1.47,0.19,0.14,1.03,0.00,0.29,0.38,1.47,2.13,0.48,0.52,4.98,0.00,0.99,1.64,7.45,7.81,0.38,0.26,3.45,0.00,0.91,1.21,3.92,4.40,0
'[11:43:55.182 11/09/2023]',0.06,0.05,0.23,0.00,0.07,0.07,0.34,0.81,0.14,0.06,0.62,0.00,0.10,0.15,0.76,1.42,0.19,0.14,1.07,0.00,0.30,0.38,1.47,2.24,0.50,0.52,5.16,0.00,1.01,1.70,7.66,8.04,0.41,0.26,3.23,0.00,0.90,1.18,3.85,4.32,0
'[11:43:55.272 11/09/2023]',0.06,0.05,0.21,0.00,0.07,0.07,0.33,0.83,0.15,0.06,0.59,0.00,0.09,0.14,0.75,1.36,0.20,0.14,1.11,0.00,0.30,0.38,1.47,2.35,0.53,0.52,5.34,0.00,1.05,1.75,7.85,8.22,0.44,0.26,3.03,0.00,0.90,1.15,3.78,4.24,0
'[11:43:55.360 11/09/2023]',0.06,0.05,0.20,0.00,0.07,0.07,0.32,0.85,0.15,0.06,0.56,0.00,0.09,0.13,0.73,1.35,0.21,0.14,1.16,0.00,0.30,0.37,1.48,2.48,0.55,0.53,5.50,0.00,1.07,1.80,8.02,8.37,0.46,0.26,2.87,0.00,0.92,1.13,3.79,4.37,0
'[11:43:55.445 11/09/2023]',0.06,0.05,0.20,0.00,0.07,0.08,0.34,0.90,0.17,0.06,0.54,0.00,0.09,0.13,0.74,1.35,0.22,0.14,1.19,0.00,0.29,0.36,1.48,2.52,0.58,0.53,5.67,0.00,1.10,1.87,8.23,8.60,0.47,0.26,2.71,0.00,0.93,1.10,3.81,4.52,0
'[11:43:55.525 11/09/2023]',0.07,0.05,0.21,0.00,0.07,0.07,0.33,0.89,0.17,0.06,0.56,0.00,0.09,0.13,0.78,1.30,0.22,0.14,1.19,0.00,0.29,0.36,1.46,2.49,0.59,0.53,5.82,0.00,1.13,1.93,8.44,8.82,0.49,0.27,2.60,0.00,0.93,1.07,3.79,4.61,0
'[11:43:55.609 11/09/2023]',0.07,0.05,0.20,0.00,0.07,0.07,0.34,0.90,0.18,0.06,0.55,0.00,0.09,0.12,0.78,1.34,0.22,0.14,1.19,0.00,0.29,0.36,1.41,2.44,0.60,0.53,5.98,0.00,1.17,1.98,8.62,9.01,0.50,0.27,2.61,0.00,0.92,1.05,3.77,4.66,0
'[11:43:55.688 11/09/2023]',0.07,0.05,0.18,0.00,0.07,0.08,0.33,0.88,0.19,0.06,0.55,0.00,0.09,0.12,0.77,1.39,0.23,0.14,1.19,0.00,0.29,0.36,1.35,2.43,0.61,0.53,6.16,0.00,1.22,2.04,8.81,9.18,0.51,0.27,2.63,0.00,0.93,1.05,3.79,4.73,0
'[11:43:55.753 11/09/2023]',0.08,0.05,0.18,0.00,0.07,0.08,0.32,0.87,0.19,0.06,0.54,0.00,0.09,0.12,0.76,1.43,0.23,0.15,1.19,0.00,0.28,0.37,1.29,2.42,0.62,0.52,6.33,0.00,1.27,2.10,9.03,9.36,0.52,0.28,2.63,0.00,0.94,1.05,3.80,4.75,0
'[11:43:55.782 11/09/2023]',0.08,0.05,0.19,0.00,0.07,0.08,0.33,0.87,0.19,0.06,0.54,0.00,0.09,0.11,0.75,1.47,0.23,0.15,1.19,0.00,0.28,0.37,1.22,2.40,0.62,0.52,6.47,0.00,1.30,2.15,9.22,9.51,0.52,0.28,2.65,0.00,0.95,1.05,3.81,4.73,0
'[11:43:55.807 11/09/2023]',0.07,0.05,0.21,0.00,0.07,0.08,0.34,0.83,0.19,0.06,0.53,0.00,0.09,0.11,0.73,1.44,0.24,0.15,1.20,0.00,0.27,0.38,1.18,2.39,0.62,0.52,6.59,0.00,1.33,2.19,9.33,9.59,0.52,0.29,2.71,0.00,0.94,1.05,3.79,4.70,0
'[11:43:55.830 11/09/2023]',0.07,0.06,0.20,0.00,0.07,0.08,0.32,0.81,0.20,0.07,0.49,0.00,0.09,0.11,0.68,1.44,0.24,0.16,1.19,0.00,0.27,0.37,1.25,2.42,0.61,0.52,6.67,0.00,1.35,2.22,9.42,9.62,0.53,0.29,2.76,0.00,0.95,1.06,3.91,4.68,0
'[11:43:55.862 11/09/2023]',0.08,0.06,0.20,0.00,0.07,0.09,0.31,0.78,0.20,0.07,0.47,0.00,0.09,0.11,0.64,1.43,0.24,0.16,1.18,0.00,0.27,0.36,1.30,2.54,0.60,0.51,6.71,0.00,1.37,2.23,9.44,9.60,0.54,0.30,2.85,0.00,0.95,1.06,4.10,4.59,0
'[11:43:55.885 11/09/2023]',0.08,0.06,0.20,0.00,0.07,0.08,0.31,0.75,0.20,0.07,0.46,0.00,0.09,0.11,0.64,1.43,0.24,0.16,1.14,0.00,0.28,0.34,1.33,2.66,0.59,0.51,6.74,0.00,1.39,2.24,9.44,9.56,0.54,0.30,2.94,0.00,0.95,1.05,4.31,4.50,0
'[11:43:55.918 11/09/2023]',0.08,0.06,0.20,0.00,0.07,0.09,0.31,0.74,0.20,0.07,0.44,0.00,0.09,0.11,0.62,1.42,0.24,0.16,1.20,0.00,0.28,0.33,1.33,2.76,0.60,0.52,6.75,0.00,1.41,2.24,9.41,9.49,0.56,0.30,3.01,0.00,0.94,1.06,4.48,4.42,0
'[11:43:55.939 11/09/2023]',0.08,0.06,0.18,0.00,0.07,0.08,0.30,0.73,0.20,0.07,0.42,0.00,0.09,0.10,0.61,1.42,0.25,0.16,1.23,0.00,0.28,0.33,1.36,2.85,0.61,0.53,6.72,0.00,1.43,2.22,9.32,9.40,0.58,0.30,3.09,0.00,0.93,1.05,4.66,4.32,0
'[11:43:55.966 11/09/2023]',0.09,0.06,0.69,0.00,0.12,0.19,0.62,1.00,0.21,0.08,0.96,0.00,0.12,0.21,0.96,1.61,0.25,0.15,1.84,0.00,0.29,0.38,1.61,3.24,0.62,0.53,6.33,0.00,1.55,2.21,8.88,9.18,0.57,0.29,4.53,0.00,1.15,1.37,5.49,5.54,0
'[11:43:55.993 11/09/2023]',0.10,0.06,0.90,0.00,0.12,0.22,0.81,1.16,0.21,0.09,1.07,0.00,0.13,0.21,1.08,1.64,0.25,0.17,1.96,0.00,0.33,0.44,1.63,3.30,0.62,0.57,6.58,0.00,1.64,2.21,8.59,9.12,0.58,0.34,8.96,0.00,1.85,2.28,6.71,7.19,0
'[11:43:56.020 11/09/2023]',0.11,0.06,0.89,0.00,0.15,0.24,0.79,1.13,0.22,0.10,1.12,0.00,0.14,0.24,1.12,1.70,0.26,0.18,2.18,0.00,0.37,0.48,1.69,3.36,0.61,0.58,6.75,0.00,1.75,2.25,8.38,9.18,0.60,0.37,14.66,0.00,3.01,3.75,10.15,10.69,0
'[11:43:56.044 11/09/2023]',0.11,0.06,0.91,0.00,0.16,0.25,0.82,1.15,0.21,0.11,1.10,0.00,0.15,0.25,1.10,1.73,0.27,0.19,2.49,0.00,0.40,0.55,1.87,3.55,0.60,0.60,6.92,0.00,1.81,2.26,8.19,9.21,0.67,0.39,20.63,0.00,4.23,5.28,14.20,14.94,0
'[11:43:56.070 11/09/2023]',0.11,0.06,0.88,0.00,0.15,0.25,0.81,1.11,0.21,0.13,1.13,0.00,0.16,0.27,1.09,1.81,0.28,0.20,2.73,0.00,0.42,0.59,2.03,3.64,0.58,0.62,7.10,0.00,1.89,2.30,8.06,9.36,0.81,0.40,26.32,0.00,5.38,6.74,18.05,19.01,0
'[11:43:56.099 11/09/2023]',0.11,0.06,0.87,0.00,0.15,0.24,0.80,1.09,0.22,0.14,1.21,0.00,0.17,0.30,1.15,1.91,0.29,0.21,2.92,0.00,0.45,0.65,2.12,3.73,0.58,0.64,7.26,0.00,1.98,2.35,7.95,9.54,0.96,0.42,31.64,0.00,6.46,8.10,21.68,22.84,0
'[11:43:56.130 11/09/2023]',0.10,0.06,0.89,0.00,0.15,0.24,0.79,1.04,0.22,0.15,1.30,0.00,0.19,0.31,1.21,1.98,0.29,0.22,3.17,0.00,0.47,0.70,2.23,3.80,0.60,0.66,7.96,0.00,2.06,2.39,8.29,9.73,1.10,0.49,36.60,0.00,7.47,9.37,25.06,26.41,0
'[11:43:56.154 11/09/2023]',0.11,0.06,0.90,0.00,0.14,0.25,0.80,1.01,0.23,0.16,1.27,0.00,0.20,0.32,1.21,2.03,0.28,0.23,3.24,0.00,0.48,0.73,2.23,3.72,0.65,0.67,8.54,0.00,2.13,2.41,8.84,9.85,1.23,0.57,41.45,0.00,8.46,10.61,28.34,29.88,0
'[11:43:56.186 11/09/2023]',0.12,0.06,0.85,0.00,0.15,0.24,0.75,0.96,0.22,0.17,1.29,0.00,0.22,0.34,1.22,2.10,0.27,0.25,3.38,0.00,0.48,0.76,2.30,3.74,0.70,0.67,9.09,0.00,2.21,2.55,9.43,10.13,1.37,0.63,46.49,0.00,9.49,11.91,31.75,33.49,0
'[11:43:56.211 11/09/2023]',0.11,0.05,0.91,0.00,0.18,0.27,0.77,0.97,0.21,0.18,1.28,0.00,0.23,0.37,1.19,2.15,0.26,0.26,3.51,0.00,0.52,0.82,2.39,3.81,0.73,0.67,9.69,0.00,2.25,2.71,9.90,10.64,1.53,0.69,51.86,0.00,10.56,13.28,35.41,37.34,0
'[11:43:56.236 11/09/2023]',0.10,0.05,0.95,0.00,0.17,0.28,0.80,0.99,0.20,0.19,1.32,0.00,0.24,0.38,1.23,2.24,0.25,0.28,3.71,0.00,0.53,0.86,2.52,3.90,0.77,0.67,10.24,0.00,2.28,2.84,10.34,11.12,1.69,0.76,57.49,0.00,11.71,14.72,39.24,41.37,0
'[11:43:56.267 11/09/2023]',0.10,0.05,0.90,0.00,0.18,0.26,0.78,0.95,0.18,0.20,1.30,0.00,0.25,0.39,1.25,2.24,0.25,0.29,3.82,0.00,0.54,0.91,2.61,3.96,0.81,0.66,10.68,0.00,2.31,2.97,10.78,11.63,1.86,0.83,63.40,0.00,12.92,16.24,43.26,45.60,0
'[11:43:56.301 11/09/2023]',0.10,0.06,0.94,0.00,0.19,0.27,0.79,0.94,0.17,0.21,1.34,0.00,0.25,0.42,1.26,2.29,0.24,0.31,3.82,0.00,0.53,0.91,2.61,3.97,0.84,0.68,11.13,0.00,2.29,3.08,11.06,12.05,2.03,0.91,69.47,0.00,14.15,17.80,47.38,49.95,0
'[11:43:56.334 11/09/2023]',0.10,0.06,0.95,0.00,0.19,0.27,0.77,0.92,0.16,0.22,1.33,0.00,0.26,0.43,1.21,2.37,0.23,0.32,3.93,0.00,0.55,0.95,2.71,4.08,0.87,0.71,11.70,0.00,2.29,3.15,11.27,12.39,2.20,1.00,75.47,0.00,15.36,19.33,51.46,54.24,0
'[11:43:56.365 11/09/2023]',0.09,0.06,0.91,0.00,0.20,0.26,0.74,0.93,0.15,0.22,1.38,0.00,0.27,0.43,1.24,2.44,0.23,0.33,4.04,0.00,0.57,0.99,2.82,4.21,0.90,0.75,12.14,0.00,2.28,3.26,11.50,12.78,2.36,1.08,81.20,0.00,16.54,20.80,55.33,58.32,0
'[11:43:56.392 11/09/2023]',0.09,0.06,0.90,0.00,0.21,0.28,0.75,0.95,0.14,0.23,1.45,0.00,0.28,0.45,1.33,2.58,0.23,0.35,4.17,0.00,0.57,1.02,2.96,4.36,0.92,0.78,12.62,0.00,2.30,3.32,11.57,13.03,2.52,1.16,86.63,0.00,17.66,22.19,59.00,62.20,0
'[11:43:56.420 11/09/2023]',0.09,0.06,0.87,0.00,0.21,0.28,0.72,0.93,0.14,0.24,1.46,0.00,0.28,0.45,1.34,2.62,0.23,0.36,4.20,0.00,0.58,1.05,3.08,4.52,0.94,0.81,13.12,0.00,2.39,3.45,11.79,13.25,2.66,1.24,91.68,0.00,18.68,23.49,62.43,65.82,0
'[11:43:56.448 11/09/2023]',0.09,0.06,0.84,0.00,0.20,0.27,0.71,0.94,0.14,0.24,1.48,0.00,0.30,0.46,1.39,2.63,0.23,0.36,4.22,0.00,0.57,1.06,3.15,4.61,0.96,0.84,13.56,0.00,2.45,3.56,12.33,13.71,2.79,1.31,96.21,0.00,19.60,24.64,65.48,69.04,0
'[11:43:56.473 11/09/2023]',0.09,0.06,0.78,0.00,0.19,0.27,0.67,0.91,0.14,0.25,1.50,0.00,0.30,0.46,1.47,2.68,0.23,0.37,4.22,0.00,0.57,1.07,3.15,4.68,0.97,0.87,13.95,0.00,2.51,3.66,12.79,14.13,2.90,1.37,100.27,0.00,20.43,25.68,68.22,71.94,0
'[11:43:56.500 11/09/2023]',0.08,0.06,0.73,0.00,0.19,0.27,0.64,0.90,0.14,0.25,1.50,0.00,0.30,0.46,1.50,2.69,0.23,0.38,4.23,0.00,0.57,1.07,3.14,4.71,0.97,0.89,14.32,0.00,2.56,3.75,13.22,14.54,3.00,1.42,103.89,0.00,21.17,26.60,70.65,74.51,0
'[11:43:56.528 11/09/2023]',0.08,0.06,0.70,0.00,0.19,0.27,0.63,0.91,0.14,0.25,1.49,0.00,0.30,0.46,1.50,2.72,0.23,0.38,4.22,0.00,0.58,1.07,3.10,4.73,0.97,0.91,14.63,0.00,2.60,3.83,13.60,14.90,3.10,1.47,107.13,0.00,21.83,27.43,72.85,76.84,0
'[11:43:56.557 11/09/2023]',0.08,0.06,0.66,0.00,0.18,0.26,0.60,0.90,0.14,0.25,1.49,0.00,0.31,0.46,1.52,2.73,0.22,0.39,4.22,0.00,0.58,1.06,3.08,4.75,0.97,0.93,14.91,0.00,2.64,3.91,13.93,15.20,3.18,1.52,110.04,0.00,22.42,28.18,74.83,78.93,0
'[11:43:56.585 11/09/2023]',0.08,0.06,0.62,0.00,0.18,0.25,0.58,0.86,0.14,0.25,1.48,0.00,0.32,0.47,1.54,2.71,0.22,0.39,4.22,0.00,0.59,1.06,3.07,4.74,0.98,0.95,15.20,0.00,2.67,3.99,14.25,15.42,3.25,1.56,112.68,0.00,22.96,28.85,76.62,80.83,0
'[11:43:56.609 11/09/2023]',0.08,0.06,0.61,0.00,0.18,0.26,0.58,0.87,0.15,0.25,1.47,0.00,0.32,0.48,1.54,2.65,0.21,0.39,4.20,0.00,0.60,1.05,3.07,4.71,0.98,0.96,15.46,0.00,2.70,4.06,14.52,15.59,3.32,1.60,115.11,0.00,23.45,29.47,78.27,82.57,0
'[11:43:56.633 11/09/2023]',0.08,0.06,0.59,0.00,0.18,0.26,0.57,0.86,0.14,0.25,1.50,0.00,0.31,0.48,1.60,2.62,0.21,0.39,4.14,0.00,0.61,1.03,3.02,4.65,0.98,0.97,15.64,0.00,2.72,4.10,14.68,15.66,3.38,1.63,117.32,0.00,23.91,30.03,79.75,84.13,0
'[11:43:56.666 11/09/2023]',0.07,0.06,0.58,0.00,0.18,0.26,0.55,0.85,0.14,0.26,1.51,0.00,0.31,0.48,1.64,2.60,0.22,0.39,4.09,0.00,0.63,1.01,2.95,4.57,0.99,0.99,15.80,0.00,2.74,4.14,14.83,15.71,3.43,1.66,119.38,0.00,24.32,30.55,81.13,85.59,0
