'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:32:33.283 11/09/2023]',0.08,0.04,0.27,0.63,0.10,0.10,0.00,0.39,0.16,0.17,0.47,1.32,0.25,0.18,0.00,0.73,0.41,0.26,0.70,2.32,0.33,0.35,0.00,1.40,0.66,0.54,3.14,6.59,1.54,1.14,0.00,5.18,0.43,0.61,4.55,4.11,1.56,0.97,0.00,3.00,0
'[11:32:33.306 11/09/2023]',0.08,0.04,0.26,0.61,0.09,0.09,0.00,0.37,0.16,0.18,0.46,1.29,0.25,0.18,0.00,0.73,0.43,0.26,0.70,2.34,0.32,0.34,0.00,1.39,0.65,0.55,3.13,6.37,1.49,1.13,0.00,5.01,0.44,0.64,4.25,3.89,1.47,0.91,0.00,2.92,0
'[11:32:33.336 11/09/2023]',0.09,0.04,0.25,0.58,0.10,0.09,0.00,0.37,0.17,0.18,0.46,1.26,0.25,0.17,0.00,0.71,0.43,0.27,0.69,2.36,0.31,0.33,0.00,1.44,0.64,0.56,3.13,6.20,1.46,1.11,0.00,4.88,0.46,0.66,3.98,3.77,1.38,0.86,0.00,3.16,0
'[11:32:33.359 11/09/2023]',0.09,0.04,0.24,0.57,0.09,0.09,0.00,0.38,0.17,0.19,0.46,1.27,0.25,0.17,0.00,0.75,0.45,0.27,0.68,2.42,0.31,0.32,0.00,1.46,0.62,0.57,3.14,6.25,1.43,1.09,0.00,4.78,0.46,0.66,3.74,4.02,1.31,0.88,0.00,3.36,0
'[11:32:33.385 11/09/2023]',0.09,0.04,0.89,1.03,0.27,0.19,0.00,0.72,0.19,0.19,1.17,1.69,0.42,0.26,0.00,1.10,0.44,0.28,1.45,2.91,0.47,0.39,0.00,1.81,0.64,0.57,3.86,7.04,1.53,1.14,0.00,5.19,0.50,0.67,7.27,6.55,2.31,1.38,0.00,5.01,0
'[11:32:33.410 11/09/2023]',0.09,0.05,1.14,1.21,0.30,0.22,0.00,0.82,0.20,0.20,1.35,1.78,0.41,0.26,0.00,1.15,0.43,0.28,1.59,2.81,0.49,0.45,0.00,1.95,0.65,0.60,5.34,8.51,1.60,1.20,0.00,6.11,0.57,0.73,13.15,11.18,4.13,2.40,0.00,7.73,0
'[11:32:33.437 11/09/2023]',0.09,0.05,1.09,1.21,0.32,0.22,0.00,0.79,0.21,0.21,1.32,1.74,0.42,0.27,0.00,1.10,0.42,0.29,1.92,3.05,0.52,0.49,0.00,2.25,0.67,0.65,6.34,9.46,1.81,1.34,0.00,6.81,0.62,0.77,20.37,17.05,6.41,3.68,0.00,11.74,0
'[11:32:33.466 11/09/2023]',0.09,0.05,1.11,1.21,0.34,0.24,0.00,0.80,0.22,0.22,1.35,1.66,0.40,0.28,0.00,1.05,0.41,0.30,2.27,3.43,0.58,0.54,0.00,2.52,0.69,0.69,7.35,10.48,2.00,1.48,0.00,7.53,0.75,0.81,27.96,23.26,8.78,5.02,0.00,15.97,0
'[11:32:33.495 11/09/2023]',0.09,0.06,1.07,1.18,0.33,0.24,0.00,0.78,0.23,0.22,1.35,1.64,0.41,0.31,0.00,1.03,0.40,0.30,2.48,3.71,0.60,0.56,0.00,2.71,0.71,0.73,8.22,11.34,2.16,1.60,0.00,8.17,0.93,0.85,35.24,29.25,11.05,6.30,0.00,20.04,0
'[11:32:33.521 11/09/2023]',0.10,0.07,1.02,1.16,0.32,0.23,0.00,0.76,0.24,0.23,1.45,1.72,0.43,0.34,0.00,1.06,0.39,0.31,2.70,3.99,0.64,0.60,0.00,2.90,0.73,0.76,9.25,12.13,2.30,1.73,0.00,8.76,1.10,0.88,41.98,34.80,13.15,7.48,0.00,23.80,0
'[11:32:33.545 11/09/2023]',0.10,0.07,1.05,1.09,0.34,0.24,0.00,0.73,0.25,0.24,1.60,1.79,0.46,0.36,0.00,1.10,0.39,0.33,2.98,4.22,0.66,0.64,0.00,3.08,0.74,0.79,10.39,12.84,2.38,1.88,0.00,9.28,1.25,0.90,48.23,39.98,15.08,8.57,0.00,27.31,0
'[11:32:33.573 11/09/2023]',0.10,0.08,1.06,1.08,0.34,0.23,0.00,0.74,0.26,0.25,1.60,1.78,0.46,0.39,0.00,1.09,0.38,0.33,3.07,4.33,0.67,0.67,0.00,3.18,0.77,0.81,11.47,13.57,2.53,2.01,0.00,9.82,1.40,0.93,54.29,44.95,16.97,9.63,0.00,30.68,0
'[11:32:33.600 11/09/2023]',0.10,0.08,1.01,1.06,0.33,0.22,0.00,0.72,0.27,0.26,1.65,1.86,0.47,0.41,0.00,1.11,0.38,0.34,3.24,4.55,0.69,0.70,0.00,3.34,0.80,0.83,12.44,14.26,2.67,2.12,0.00,10.31,1.55,1.02,60.58,50.08,18.94,10.73,0.00,34.17,0
'[11:32:33.632 11/09/2023]',0.09,0.08,1.05,1.06,0.35,0.24,0.00,0.74,0.27,0.26,1.64,1.93,0.46,0.41,0.00,1.10,0.38,0.35,3.43,4.72,0.75,0.77,0.00,3.49,0.82,0.85,13.34,14.90,2.77,2.24,0.00,10.81,1.72,1.12,67.29,55.58,21.00,11.90,0.00,37.90,0
'[11:32:33.663 11/09/2023]',0.09,0.09,1.14,1.17,0.36,0.25,0.00,0.81,0.28,0.26,1.70,2.13,0.45,0.44,0.00,1.17,0.38,0.36,3.71,4.95,0.77,0.81,0.00,3.63,0.84,0.88,14.12,15.29,2.91,2.37,0.00,11.12,1.89,1.23,74.36,61.40,23.19,13.14,0.00,41.85,0
'[11:32:33.699 11/09/2023]',0.09,0.08,1.08,1.11,0.34,0.24,0.00,0.78,0.28,0.27,1.76,2.13,0.45,0.44,0.00,1.17,0.38,0.37,3.80,5.11,0.80,0.85,0.00,3.72,0.87,0.89,14.77,15.94,3.08,2.52,0.00,11.45,2.07,1.35,81.76,67.46,25.52,14.45,0.00,45.98,0
'[11:32:33.729 11/09/2023]',0.09,0.09,1.11,1.12,0.35,0.24,0.00,0.76,0.28,0.27,1.80,2.16,0.46,0.47,0.00,1.19,0.39,0.38,3.81,5.21,0.80,0.87,0.00,3.74,0.91,0.90,15.37,16.45,3.21,2.68,0.00,11.66,2.25,1.47,89.43,73.76,27.92,15.80,0.00,50.28,0
'[11:32:33.759 11/09/2023]',0.09,0.09,1.16,1.13,0.35,0.24,0.00,0.76,0.29,0.27,1.97,2.20,0.49,0.50,0.00,1.27,0.40,0.39,3.98,5.45,0.84,0.92,0.00,3.86,0.94,0.91,15.96,17.08,3.36,2.81,0.00,11.96,2.44,1.59,97.05,80.05,30.30,17.14,0.00,54.56,0
'[11:32:33.791 11/09/2023]',0.09,0.10,1.13,1.12,0.33,0.24,0.00,0.75,0.29,0.28,2.07,2.25,0.49,0.52,0.00,1.35,0.41,0.40,4.11,5.64,0.86,0.95,0.00,3.96,0.96,0.92,16.55,17.55,3.46,2.91,0.00,12.16,2.61,1.71,104.33,86.05,32.58,18.43,0.00,58.63,0
'[11:32:33.815 11/09/2023]',0.10,0.10,1.10,1.12,0.34,0.24,0.00,0.75,0.29,0.27,2.18,2.38,0.52,0.54,0.00,1.42,0.42,0.41,4.25,5.85,0.87,0.97,0.00,4.06,0.98,0.92,17.13,18.05,3.55,2.99,0.00,12.39,2.78,1.82,111.24,91.72,34.76,19.65,0.00,62.50,0
'[11:32:33.841 11/09/2023]',0.10,0.10,1.08,1.13,0.34,0.24,0.00,0.76,0.29,0.27,2.28,2.51,0.54,0.55,0.00,1.50,0.42,0.42,4.28,6.01,0.88,0.98,0.00,4.11,1.00,0.92,17.65,18.45,3.67,3.08,0.00,12.54,2.93,1.93,117.65,97.01,36.77,20.79,0.00,66.10,0
'[11:32:33.879 11/09/2023]',0.09,0.10,1.03,1.06,0.32,0.23,0.00,0.71,0.28,0.27,2.31,2.59,0.54,0.56,0.00,1.55,0.43,0.42,4.40,6.18,0.88,1.00,0.00,4.17,1.00,0.92,18.10,18.82,3.77,3.15,0.00,12.69,3.06,2.03,123.46,101.81,38.58,21.81,0.00,69.37,0
'[11:32:33.908 11/09/2023]',0.09,0.10,0.96,1.01,0.31,0.23,0.00,0.69,0.27,0.26,2.34,2.63,0.55,0.56,0.00,1.58,0.45,0.43,4.53,6.42,0.90,1.04,0.00,4.31,1.01,0.91,18.48,19.10,3.86,3.21,0.00,12.88,3.19,2.12,128.61,106.06,40.19,22.72,0.00,72.24,0
'[11:32:33.931 11/09/2023]',0.09,0.10,0.91,0.98,0.30,0.22,0.00,0.69,0.26,0.25,2.32,2.61,0.54,0.56,0.00,1.57,0.46,0.45,4.67,6.61,0.90,1.06,0.00,4.42,1.02,0.91,18.84,19.33,3.91,3.26,0.00,13.04,3.30,2.20,133.25,109.88,41.64,23.54,0.00,74.84,0
'[11:32:33.962 11/09/2023]',0.09,0.10,0.88,0.96,0.29,0.22,0.00,0.68,0.25,0.25,2.32,2.61,0.53,0.57,0.00,1.58,0.48,0.46,4.77,6.78,0.91,1.08,0.00,4.52,1.03,0.90,19.18,19.58,3.96,3.30,0.00,13.19,3.39,2.27,137.39,113.32,42.93,24.26,0.00,77.17,0
'[11:32:33.994 11/09/2023]',0.09,0.10,0.84,0.92,0.27,0.21,0.00,0.64,0.24,0.24,2.32,2.58,0.52,0.57,0.00,1.57,0.49,0.46,4.85,6.91,0.90,1.09,0.00,4.58,1.04,0.91,19.52,19.84,4.01,3.34,0.00,13.27,3.48,2.34,141.10,116.38,44.09,24.91,0.00,79.24,0
'[11:32:34.021 11/09/2023]',0.09,0.10,0.81,0.93,0.26,0.21,0.00,0.67,0.23,0.24,2.32,2.61,0.52,0.57,0.00,1.62,0.50,0.47,4.93,7.00,0.90,1.11,0.00,4.63,1.04,0.92,19.83,20.08,4.06,3.38,0.00,13.31,3.56,2.40,144.48,119.19,45.14,25.50,0.00,81.14,0
'[11:32:34.049 11/09/2023]',0.09,0.10,0.77,0.91,0.25,0.20,0.00,0.68,0.22,0.24,2.34,2.67,0.52,0.58,0.00,1.68,0.51,0.47,5.00,7.10,0.91,1.13,0.00,4.72,1.05,0.94,20.14,20.21,4.12,3.41,0.00,13.44,3.63,2.45,147.58,121.74,46.10,26.04,0.00,82.87,0
'[11:32:34.087 11/09/2023]',0.09,0.10,0.76,0.90,0.24,0.20,0.00,0.66,0.21,0.24,2.35,2.66,0.51,0.58,0.00,1.68,0.52,0.48,5.09,7.26,0.92,1.15,0.00,4.83,1.05,0.95,20.41,20.41,4.18,3.44,0.00,13.65,3.70,2.50,150.45,124.12,46.99,26.54,0.00,84.48,0
'[11:32:34.111 11/09/2023]',0.09,0.10,0.73,0.88,0.23,0.20,0.00,0.64,0.20,0.23,2.36,2.68,0.49,0.59,0.00,1.70,0.52,0.48,5.15,7.36,0.94,1.17,0.00,4.91,1.05,0.97,20.66,20.62,4.23,3.46,0.00,13.81,3.76,2.54,153.10,126.31,47.81,27.00,0.00,85.97,0
'[11:32:34.141 11/09/2023]',0.09,0.10,0.71,0.90,0.22,0.19,0.00,0.65,0.20,0.23,2.36,2.68,0.49,0.59,0.00,1.70,0.53,0.48,5.21,7.47,0.95,1.19,0.00,4.98,1.04,0.98,20.91,20.81,4.28,3.47,0.00,13.95,3.81,2.58,155.52,128.30,48.56,27.42,0.00,87.32,0
'[11:32:34.187 11/09/2023]',0.09,0.10,0.70,0.89,0.22,0.19,0.00,0.64,0.20,0.23,2.39,2.74,0.48,0.60,0.00,1.76,0.54,0.49,5.27,7.64,0.97,1.21,0.00,5.11,1.03,0.99,21.14,21.07,4.33,3.49,0.00,14.16,3.86,2.62,157.76,130.16,49.25,27.81,0.00,88.58,0
'[11:32:34.249 11/09/2023]',0.10,0.10,1.21,1.62,0.23,0.22,0.00,1.07,0.20,0.23,2.76,3.25,0.49,0.60,0.00,2.04,0.55,0.49,5.56,8.05,0.94,1.23,0.00,5.35,0.99,1.01,19.73,19.54,4.12,3.29,0.00,13.20,3.84,2.65,157.24,129.85,49.07,27.70,0.00,88.31,0
'[11:32:34.322 11/09/2023]',0.10,0.11,1.49,1.77,0.35,0.29,0.00,1.19,0.20,0.24,2.93,3.34,0.60,0.63,0.00,2.13,0.56,0.50,5.60,7.79,1.06,1.27,0.00,5.22,0.96,1.00,18.68,18.54,4.01,3.17,0.00,12.60,3.75,2.64,153.51,126.80,47.96,27.06,0.00,86.23,0
'[11:32:34.386 11/09/2023]',0.10,0.11,1.61,1.81,0.37,0.30,0.00,1.22,0.19,0.24,2.90,3.14,0.59,0.61,0.00,2.01,0.55,0.50,5.44,7.53,1.04,1.23,0.00,5.06,0.91,0.97,17.67,17.67,3.85,3.03,0.00,12.07,3.62,2.58,148.08,122.30,46.29,26.11,0.00,83.19,0
'[11:32:34.443 11/09/2023]',0.10,0.11,1.58,1.81,0.35,0.29,0.00,1.20,0.19,0.22,2.78,3.05,0.56,0.58,0.00,1.95,0.53,0.48,5.05,7.08,0.98,1.17,0.00,4.74,0.87,0.93,16.54,16.64,3.64,2.86,0.00,11.41,3.46,2.49,141.90,117.23,44.34,25.01,0.00,79.74,0
'[11:32:34.513 11/09/2023]',0.09,0.10,1.47,1.69,0.33,0.28,0.00,1.13,0.18,0.22,2.59,2.92,0.52,0.55,0.00,1.87,0.52,0.46,4.74,6.71,0.92,1.11,0.00,4.51,0.82,0.89,15.40,15.57,3.41,2.69,0.00,10.72,3.31,2.39,135.67,112.08,42.38,23.90,0.00,76.24,0
'[11:32:34.569 11/09/2023]',0.09,0.10,1.39,1.61,0.31,0.26,0.00,1.08,0.18,0.21,2.44,2.86,0.51,0.52,0.00,1.84,0.51,0.45,4.45,6.42,0.87,1.06,0.00,4.34,0.78,0.86,14.34,14.63,3.22,2.53,0.00,10.12,3.16,2.28,129.83,107.24,40.54,22.86,0.00,72.95,0
'[11:32:34.628 11/09/2023]',0.08,0.10,1.28,1.51,0.31,0.26,0.00,1.01,0.17,0.20,2.29,2.78,0.51,0.51,0.00,1.80,0.50,0.43,4.19,6.12,0.83,1.02,0.00,4.17,0.75,0.83,13.33,13.96,3.03,2.39,0.00,9.51,3.03,2.19,124.41,102.75,38.85,21.90,0.00,69.89,0
'[11:32:34.694 11/09/2023]',0.08,0.09,1.26,1.43,0.32,0.27,0.00,0.95,0.16,0.19,2.16,2.70,0.49,0.48,0.00,1.75,0.49,0.42,3.97,5.89,0.82,1.00,0.00,4.05,0.72,0.80,12.43,13.42,2.82,2.24,0.00,8.97,2.90,2.10,119.36,98.54,37.29,21.01,0.00,67.03,0
'[11:32:34.744 11/09/2023]',0.07,0.09,1.31,1.43,0.34,0.27,0.00,0.97,0.16,0.18,2.12,2.54,0.48,0.46,0.00,1.64,0.48,0.40,3.93,5.83,0.84,0.98,0.00,4.06,0.70,0.77,11.69,12.80,2.70,2.09,0.00,8.56,2.79,2.01,114.63,94.60,35.82,20.18,0.00,64.37,0
'[11:32:34.801 11/09/2023]',0.07,0.09,1.28,1.40,0.32,0.26,0.00,0.96,0.16,0.16,2.06,2.54,0.46,0.45,0.00,1.62,0.47,0.39,3.70,5.64,0.81,0.94,0.00,3.93,0.69,0.74,10.97,12.21,2.60,1.98,0.00,8.20,2.67,1.93,109.95,90.77,34.44,19.36,0.00,61.75,0
'[11:32:34.869 11/09/2023]',0.07,0.09,1.24,1.31,0.33,0.26,0.00,0.90,0.16,0.16,1.95,2.53,0.45,0.43,0.00,1.60,0.46,0.38,3.48,5.41,0.77,0.89,0.00,3.81,0.69,0.73,10.37,11.86,2.56,1.91,0.00,7.98,2.56,1.86,105.28,86.91,33.58,18.79,0.00,59.14,0
'[11:32:34.922 11/09/2023]',0.07,0.09,1.32,1.37,0.35,0.28,0.00,0.93,0.15,0.16,2.00,2.62,0.47,0.44,0.00,1.65,0.46,0.37,3.39,5.06,0.77,0.87,0.00,3.59,0.69,0.72,9.83,11.42,2.49,1.84,0.00,7.72,2.45,1.78,101.79,83.10,32.56,18.22,0.00,56.69,0
'[11:32:34.974 11/09/2023]',0.07,0.09,1.30,1.37,0.33,0.27,0.00,0.93,0.15,0.17,1.95,2.67,0.47,0.43,0.00,1.67,0.46,0.36,3.27,4.89,0.75,0.84,0.00,3.50,0.70,0.71,9.24,11.01,2.42,1.74,0.00,7.50,2.37,1.70,98.04,79.80,31.36,17.54,0.00,54.61,0
'[11:32:35.038 11/09/2023]',0.07,0.09,1.26,1.31,0.34,0.27,0.00,0.88,0.15,0.17,1.89,2.65,0.48,0.42,0.00,1.65,0.45,0.36,3.12,4.66,0.76,0.82,0.00,3.39,0.69,0.70,8.69,10.68,2.39,1.68,0.00,7.32,2.27,1.62,93.78,76.38,29.99,16.78,0.00,52.25,0
'[11:32:35.096 11/09/2023]',0.07,0.09,1.27,1.28,0.34,0.27,0.00,0.84,0.15,0.18,1.84,2.64,0.50,0.42,0.00,1.63,0.44,0.34,2.94,4.41,0.71,0.76,0.00,3.24,0.69,0.68,8.28,10.28,2.32,1.66,0.00,7.08,2.16,1.54,89.19,72.65,28.53,15.96,0.00,49.70,0
'[11:32:35.146 11/09/2023]',0.07,0.09,1.24,1.23,0.31,0.26,0.00,0.81,0.15,0.19,1.76,2.54,0.47,0.40,0.00,1.56,0.44,0.33,2.83,4.17,0.70,0.74,0.00,3.08,0.68,0.66,7.91,9.90,2.25,1.62,0.00,6.87,2.04,1.46,84.41,68.75,27.00,15.11,0.00,47.05,0
'[11:32:35.195 11/09/2023]',0.07,0.09,1.16,1.17,0.31,0.25,0.00,0.76,0.14,0.19,1.63,2.41,0.47,0.39,0.00,1.49,0.43,0.32,2.69,3.99,0.69,0.71,0.00,2.95,0.68,0.62,7.52,9.63,2.20,1.60,0.00,6.73,1.92,1.37,79.45,64.73,25.41,14.22,0.00,44.28,0
'[11:32:35.217 11/09/2023]',0.07,0.09,1.16,1.21,0.31,0.24,0.00,0.79,0.14,0.19,1.58,2.38,0.45,0.36,0.00,1.48,0.42,0.31,2.61,3.93,0.69,0.70,0.00,2.90,0.68,0.60,7.14,9.30,2.13,1.55,0.00,6.56,1.80,1.29,74.48,60.68,23.82,13.33,0.00,41.51,0
'[11:32:35.241 11/09/2023]',0.07,0.09,1.10,1.14,0.29,0.23,0.00,0.74,0.14,0.19,1.48,2.33,0.43,0.35,0.00,1.46,0.41,0.30,2.48,3.79,0.66,0.67,0.00,2.77,0.67,0.59,6.78,9.00,2.06,1.53,0.00,6.42,1.69,1.21,69.59,56.69,22.25,12.45,0.00,38.79,0
'[11:32:35.270 11/09/2023]',0.07,0.09,1.03,1.06,0.28,0.21,0.00,0.70,0.15,0.20,1.40,2.34,0.42,0.35,0.00,1.46,0.40,0.28,2.39,3.73,0.65,0.64,0.00,2.68,0.66,0.59,6.49,8.80,2.02,1.50,0.00,6.35,1.57,1.14,64.83,52.82,20.73,11.60,0.00,36.14,0
'[11:32:35.292 11/09/2023]',0.07,0.08,0.98,1.02,0.27,0.20,0.00,0.69,0.15,0.20,1.31,2.30,0.40,0.35,0.00,1.42,0.39,0.27,2.34,3.69,0.64,0.61,0.00,2.62,0.66,0.59,6.26,8.53,1.96,1.46,0.00,6.23,1.46,1.06,60.33,49.15,19.29,10.80,0.00,33.63,0
'[11:32:35.322 11/09/2023]',0.07,0.09,0.92,0.95,0.26,0.19,0.00,0.65,0.14,0.20,1.25,2.31,0.40,0.35,0.00,1.42,0.38,0.27,2.25,3.63,0.62,0.59,0.00,2.52,0.65,0.59,6.04,8.29,1.91,1.42,0.00,6.12,1.36,0.99,56.14,45.74,17.95,10.04,0.00,31.29,0
'[11:32:35.345 11/09/2023]',0.06,0.08,0.86,0.92,0.25,0.19,0.00,0.63,0.14,0.20,1.18,2.28,0.38,0.34,0.00,1.38,0.37,0.27,2.17,3.63,0.62,0.58,0.00,2.48,0.65,0.59,5.83,8.02,1.86,1.37,0.00,5.98,1.26,0.92,52.27,42.58,16.71,9.35,0.00,29.13,0
'[11:32:35.374 11/09/2023]',0.07,0.09,0.82,0.90,0.24,0.18,0.00,0.62,0.13,0.20,1.14,2.29,0.37,0.34,0.00,1.39,0.36,0.26,2.07,3.57,0.59,0.56,0.00,2.39,0.64,0.58,5.60,7.66,1.78,1.33,0.00,5.77,1.18,0.86,48.71,39.64,15.57,8.71,0.00,27.11,0
'[11:32:35.399 11/09/2023]',0.07,0.09,0.76,0.85,0.23,0.17,0.00,0.58,0.13,0.19,1.08,2.27,0.36,0.33,0.00,1.37,0.36,0.25,2.00,3.55,0.58,0.54,0.00,2.35,0.64,0.58,5.40,7.25,1.70,1.29,0.00,5.51,1.10,0.81,45.43,36.96,14.52,8.13,0.00,25.26,0
'[11:32:35.424 11/09/2023]',0.06,0.08,0.71,0.81,0.21,0.16,0.00,0.56,0.13,0.19,1.02,2.25,0.34,0.33,0.00,1.35,0.35,0.23,1.93,3.52,0.57,0.51,0.00,2.31,0.63,0.58,5.21,7.12,1.61,1.25,0.00,5.25,1.02,0.75,42.41,34.51,13.55,7.59,0.00,23.58,0
'[11:32:35.447 11/09/2023]',0.07,0.08,0.67,0.80,0.20,0.16,0.00,0.54,0.13,0.19,0.98,2.26,0.33,0.33,0.00,1.35,0.35,0.23,1.87,3.53,0.56,0.49,0.00,2.28,0.63,0.59,5.02,7.00,1.54,1.23,0.00,5.00,0.96,0.70,39.60,32.22,12.65,7.08,0.00,22.02,0
'[11:32:35.487 11/09/2023]',0.06,0.08,0.64,0.81,0.19,0.15,0.00,0.54,0.12,0.19,0.94,2.24,0.32,0.32,0.00,1.33,0.34,0.23,1.84,3.58,0.55,0.48,0.00,2.29,0.64,0.60,4.84,6.88,1.55,1.21,0.00,4.94,0.89,0.66,36.98,30.10,11.81,6.62,0.00,20.57,0
'[11:32:35.510 11/09/2023]',0.06,0.08,0.59,0.76,0.18,0.14,0.00,0.52,0.12,0.19,0.89,2.16,0.31,0.32,0.00,1.27,0.33,0.23,1.80,3.59,0.54,0.46,0.00,2.28,0.65,0.60,4.72,6.82,1.56,1.20,0.00,4.93,0.84,0.62,34.53,28.12,11.03,6.18,0.00,19.22,0
'[11:32:35.546 11/09/2023]',0.06,0.08,0.57,0.73,0.17,0.13,0.00,0.50,0.12,0.19,0.86,2.13,0.30,0.32,0.00,1.24,0.32,0.23,1.75,3.55,0.54,0.44,0.00,2.25,0.66,0.60,4.61,6.70,1.56,1.21,0.00,4.90,0.78,0.58,32.24,26.26,10.29,5.77,0.00,17.96,0
'[11:32:35.576 11/09/2023]',0.06,0.08,0.53,0.68,0.17,0.13,0.00,0.48,0.12,0.19,0.81,2.08,0.29,0.32,0.00,1.20,0.32,0.23,1.72,3.53,0.53,0.42,0.00,2.24,0.66,0.60,4.47,6.56,1.54,1.21,0.00,4.82,0.73,0.55,30.08,24.51,9.60,5.38,0.00,16.77,0
'[11:32:35.600 11/09/2023]',0.06,0.08,0.50,0.64,0.16,0.12,0.00,0.46,0.12,0.19,0.76,2.02,0.27,0.31,0.00,1.16,0.31,0.24,1.70,3.54,0.54,0.41,0.00,2.25,0.67,0.60,4.32,6.39,1.52,1.21,0.00,4.97,0.69,0.53,28.04,22.85,8.94,5.01,0.00,15.64,0
'[11:32:35.625 11/09/2023]',0.06,0.08,0.47,0.64,0.15,0.12,0.00,0.46,0.11,0.19,0.71,1.93,0.25,0.30,0.00,1.11,0.31,0.24,1.68,3.50,0.54,0.39,0.00,2.22,0.66,0.60,4.18,6.53,1.51,1.21,0.00,5.12,0.65,0.53,26.10,21.27,8.31,4.66,0.00,14.56,0
'[11:32:35.657 11/09/2023]',0.06,0.08,0.44,0.61,0.14,0.11,0.00,0.44,0.11,0.19,0.66,1.88,0.24,0.29,0.00,1.09,0.31,0.25,1.65,3.50,0.55,0.38,0.00,2.21,0.65,0.60,4.04,6.66,1.49,1.22,0.00,5.25,0.61,0.54,24.28,19.78,7.73,4.34,0.00,13.54,0
'[11:32:35.684 11/09/2023]',0.06,0.08,0.42,0.60,0.14,0.11,0.00,0.43,0.11,0.19,0.62,1.81,0.23,0.28,0.00,1.06,0.31,0.26,1.63,3.50,0.55,0.37,0.00,2.23,0.64,0.60,3.92,6.81,1.49,1.23,0.00,5.38,0.58,0.54,22.57,18.39,7.18,4.03,0.00,12.59,0
'[11:32:35.719 11/09/2023]',0.06,0.08,0.40,0.58,0.14,0.12,0.00,0.41,0.11,0.18,0.60,1.71,0.22,0.26,0.00,1.01,0.32,0.26,1.62,3.48,0.55,0.36,0.00,2.23,0.63,0.60,3.77,6.96,1.48,1.23,0.00,5.50,0.55,0.55,20.98,17.09,6.66,3.74,0.00,11.71,0
'[11:32:35.745 11/09/2023]',0.06,0.08,0.38,0.58,0.13,0.11,0.00,0.42,0.12,0.18,0.58,1.63,0.22,0.25,0.00,0.99,0.33,0.26,1.61,3.50,0.54,0.34,0.00,2.28,0.61,0.61,3.63,7.11,1.47,1.24,0.00,5.60,0.51,0.56,19.50,15.90,6.19,3.48,0.00,10.91,0
'[11:32:35.774 11/09/2023]',0.06,0.07,0.37,0.55,0.12,0.10,0.00,0.40,0.12,0.17,0.57,1.60,0.21,0.24,0.00,0.98,0.33,0.25,1.61,3.51,0.53,0.32,0.00,2.30,0.60,0.61,3.60,7.26,1.45,1.25,0.00,5.70,0.48,0.57,18.12,14.79,5.74,3.24,0.00,10.16,0
'[11:32:35.799 11/09/2023]',0.06,0.07,0.37,0.58,0.13,0.10,0.00,0.41,0.12,0.17,0.57,1.60,0.22,0.24,0.00,0.99,0.34,0.25,1.63,3.53,0.53,0.31,0.00,2.33,0.58,0.61,3.59,7.39,1.43,1.25,0.00,5.79,0.45,0.58,16.83,13.73,5.33,3.01,0.00,9.45,0
'[11:32:35.830 11/09/2023]',0.06,0.06,0.36,0.58,0.13,0.10,0.00,0.43,0.12,0.16,0.55,1.54,0.21,0.23,0.00,0.94,0.34,0.25,1.62,3.49,0.52,0.32,0.00,2.34,0.58,0.60,3.56,7.47,1.45,1.24,0.00,5.85,0.43,0.58,15.63,12.76,4.95,2.80,0.00,8.79,0
'[11:32:35.854 11/09/2023]',0.06,0.06,0.34,0.55,0.12,0.10,0.00,0.43,0.12,0.15,0.51,1.46,0.19,0.23,0.00,0.90,0.34,0.24,1.60,3.43,0.50,0.32,0.00,2.35,0.57,0.60,3.55,7.57,1.47,1.21,0.00,5.92,0.44,0.58,14.52,11.87,4.59,2.60,0.00,8.18,0
'[11:32:35.880 11/09/2023]',0.06,0.06,0.31,0.52,0.12,0.09,0.00,0.41,0.12,0.15,0.48,1.37,0.18,0.22,0.00,0.87,0.34,0.24,1.57,3.36,0.49,0.32,0.00,2.39,0.56,0.59,3.52,7.61,1.49,1.18,0.00,5.94,0.46,0.58,13.49,11.02,4.26,2.42,0.00,7.60,0
'[11:32:35.915 11/09/2023]',0.05,0.06,0.29,0.52,0.11,0.09,0.00,0.41,0.11,0.14,0.47,1.31,0.18,0.22,0.00,0.86,0.33,0.24,1.54,3.42,0.47,0.32,0.00,2.42,0.54,0.58,3.52,7.68,1.51,1.15,0.00,6.00,0.47,0.58,12.53,10.23,3.96,2.24,0.00,7.06,0
'[11:32:35.937 11/09/2023]',0.05,0.06,0.28,0.55,0.11,0.09,0.00,0.41,0.11,0.13,0.47,1.34,0.17,0.22,0.00,0.89,0.34,0.23,1.52,3.43,0.44,0.32,0.00,2.41,0.53,0.57,3.47,7.64,1.51,1.14,0.00,5.96,0.49,0.58,11.65,9.52,3.68,2.09,0.00,6.57,0
