'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:15:30.051 26/09/2023]',0.07,4.98,0.08,0.09,0.05,0.07,0.10,1.75,0.15,7.66,0.20,0.17,0.18,0.13,0.18,4.30,0.33,9.52,0.35,0.26,0.34,0.34,0.22,4.64,0.94,9.05,1.01,1.05,0.82,1.18,2.11,6.34,0.94,5.80,0.99,0.77,0.80,0.90,2.60,3.94,0
'[11:15:30.090 26/09/2023]',0.07,4.89,0.08,0.09,0.05,0.07,0.10,1.73,0.15,7.65,0.19,0.17,0.19,0.14,0.18,4.15,0.35,9.39,0.36,0.27,0.36,0.36,0.22,4.51,0.94,8.89,1.05,1.03,0.81,1.16,2.20,6.29,0.94,5.78,1.02,0.78,0.81,0.91,2.52,3.97,0
'[11:15:30.125 26/09/2023]',0.07,4.77,0.07,0.08,0.05,0.07,0.10,1.75,0.15,7.62,0.19,0.17,0.19,0.14,0.18,4.05,0.37,9.24,0.38,0.29,0.38,0.38,0.22,4.40,0.95,8.80,1.09,1.01,0.80,1.14,2.28,6.24,0.93,5.81,1.03,0.79,0.81,0.93,2.44,4.01,0
'[11:15:30.155 26/09/2023]',0.06,4.67,0.07,0.08,0.05,0.07,0.09,1.72,0.15,7.58,0.18,0.16,0.19,0.14,0.18,3.94,0.38,9.06,0.40,0.30,0.39,0.39,0.22,4.28,0.95,8.66,1.12,1.00,0.81,1.11,2.35,6.31,0.91,5.77,1.04,0.79,0.81,0.94,2.36,3.97,0
'[11:15:30.177 26/09/2023]',0.06,4.65,0.07,0.08,0.05,0.07,0.09,1.69,0.14,7.48,0.18,0.16,0.20,0.14,0.17,3.82,0.40,8.94,0.42,0.32,0.40,0.40,0.22,4.16,0.93,8.56,1.12,0.98,0.82,1.08,2.43,6.39,0.89,5.73,1.04,0.80,0.80,0.94,2.27,3.94,0
'[11:15:30.211 26/09/2023]',0.06,4.74,0.07,0.07,0.05,0.07,0.09,1.68,0.15,7.43,0.18,0.16,0.21,0.15,0.17,3.71,0.41,8.73,0.44,0.35,0.42,0.42,0.23,4.02,0.90,8.40,1.12,0.96,0.83,1.05,2.46,6.44,0.87,5.65,1.04,0.78,0.79,0.94,2.15,3.95,0
'[11:15:30.242 26/09/2023]',0.06,4.65,0.07,0.07,0.05,0.07,0.08,1.56,0.14,7.18,0.17,0.16,0.21,0.14,0.16,3.54,0.41,8.46,0.45,0.36,0.43,0.42,0.24,4.01,0.87,8.08,1.12,0.94,0.82,1.09,2.49,6.51,0.85,5.52,1.03,0.78,0.78,0.93,2.06,3.97,0
'[11:15:30.267 26/09/2023]',0.06,4.54,0.08,0.07,0.05,0.07,0.09,1.49,0.15,6.78,0.18,0.15,0.21,0.14,0.16,3.40,0.42,8.04,0.46,0.37,0.43,0.42,0.24,4.00,0.84,7.88,1.13,0.95,0.82,1.13,2.50,6.56,0.83,5.39,1.04,0.77,0.77,0.92,2.10,4.08,0
'[11:15:30.297 26/09/2023]',0.06,4.39,0.08,0.07,0.06,0.07,0.09,1.40,0.15,6.51,0.18,0.16,0.21,0.14,0.16,3.20,0.43,7.55,0.47,0.38,0.43,0.42,0.24,4.00,0.82,7.76,1.15,0.97,0.83,1.16,2.50,6.50,0.80,5.39,1.03,0.78,0.77,0.90,2.10,4.25,0
'[11:15:30.325 26/09/2023]',0.07,4.24,0.08,0.07,0.06,0.07,0.09,1.35,0.16,6.24,0.18,0.16,0.21,0.14,0.16,3.05,0.42,7.13,0.48,0.39,0.44,0.43,0.26,4.01,0.80,7.61,1.17,0.97,0.84,1.19,2.46,6.42,0.78,5.49,1.03,0.77,0.75,0.87,2.07,4.38,0
'[11:15:30.359 26/09/2023]',0.07,4.12,0.08,0.07,0.06,0.07,0.09,1.30,0.16,6.01,0.17,0.16,0.21,0.14,0.16,2.88,0.43,6.85,0.49,0.39,0.44,0.42,0.26,3.96,0.81,7.50,1.20,0.98,0.84,1.20,2.40,6.25,0.75,5.67,1.03,0.76,0.72,0.84,2.03,4.59,0
'[11:15:30.387 26/09/2023]',0.07,3.97,0.08,0.07,0.06,0.07,0.10,1.25,0.16,5.75,0.17,0.16,0.21,0.14,0.16,2.73,0.44,6.62,0.49,0.40,0.44,0.42,0.26,3.92,0.82,7.43,1.23,1.00,0.86,1.23,2.33,6.10,0.73,5.81,1.01,0.75,0.71,0.82,1.98,4.76,0
'[11:15:30.417 26/09/2023]',0.07,3.92,0.08,0.07,0.06,0.07,0.09,1.26,0.15,5.53,0.16,0.16,0.21,0.14,0.15,2.68,0.45,6.37,0.50,0.41,0.44,0.42,0.26,3.78,0.83,7.42,1.25,1.02,0.88,1.25,2.27,6.09,0.70,5.87,1.00,0.73,0.70,0.82,1.91,4.86,0
'[11:15:30.448 26/09/2023]',0.07,3.78,0.08,0.07,0.06,0.07,0.09,1.19,0.15,5.36,0.16,0.16,0.21,0.14,0.15,2.59,0.46,6.02,0.51,0.41,0.45,0.42,0.26,3.65,0.87,7.52,1.26,1.04,0.89,1.28,2.23,6.14,0.70,5.92,0.98,0.71,0.69,0.82,1.84,4.93,0
'[11:15:30.503 26/09/2023]',0.07,3.66,0.08,0.07,0.06,0.07,0.09,1.14,0.15,5.18,0.15,0.15,0.21,0.14,0.14,2.50,0.47,5.74,0.51,0.42,0.45,0.42,0.27,3.59,0.91,7.60,1.26,1.06,0.89,1.31,2.19,6.25,0.70,5.92,0.96,0.68,0.67,0.83,1.79,4.97,0
'[11:15:30.592 26/09/2023]',0.07,3.64,0.07,0.07,0.06,0.07,0.08,1.08,0.14,5.05,0.15,0.15,0.20,0.13,0.14,2.46,0.47,5.53,0.51,0.44,0.45,0.42,0.28,3.55,0.95,7.68,1.27,1.07,0.87,1.34,2.14,6.34,0.70,5.92,0.93,0.66,0.65,0.83,1.75,4.99,0
'[11:15:30.671 26/09/2023]',0.07,3.78,0.07,0.07,0.07,0.07,0.09,1.05,0.14,4.92,0.14,0.15,0.20,0.13,0.13,2.39,0.47,5.37,0.51,0.44,0.45,0.42,0.28,3.55,0.98,7.68,1.27,1.07,0.85,1.35,2.08,6.32,0.71,5.86,0.90,0.67,0.65,0.84,1.72,4.99,0
'[11:15:30.743 26/09/2023]',0.07,3.88,0.07,0.07,0.06,0.06,0.09,1.02,0.13,4.77,0.13,0.14,0.19,0.13,0.13,2.33,0.47,5.20,0.52,0.44,0.45,0.41,0.29,3.54,1.01,7.63,1.27,1.07,0.83,1.36,2.04,6.29,0.70,5.80,0.87,0.69,0.66,0.85,1.68,5.01,0
'[11:15:30.831 26/09/2023]',0.07,4.02,0.08,0.07,0.06,0.06,0.10,0.99,0.14,4.55,0.14,0.14,0.19,0.13,0.14,2.28,0.48,5.11,0.53,0.44,0.45,0.41,0.30,3.53,1.03,7.61,1.28,1.07,0.82,1.38,1.98,6.26,0.71,5.75,0.84,0.70,0.67,0.86,1.62,5.00,0
'[11:15:30.910 26/09/2023]',0.07,4.28,0.08,0.07,0.07,0.07,0.10,0.99,0.14,4.43,0.13,0.14,0.19,0.14,0.14,2.26,0.48,4.97,0.52,0.44,0.45,0.41,0.30,3.48,1.05,7.50,1.27,1.07,0.81,1.38,1.90,6.27,0.72,5.67,0.80,0.71,0.67,0.87,1.55,4.97,0
'[11:15:30.995 26/09/2023]',0.08,4.43,0.08,0.07,0.07,0.06,0.10,0.96,0.13,4.31,0.13,0.14,0.18,0.14,0.14,2.23,0.47,4.90,0.51,0.44,0.44,0.41,0.29,3.40,1.07,7.32,1.26,1.07,0.79,1.39,1.81,6.28,0.72,5.63,0.77,0.72,0.67,0.88,1.52,4.92,0
'[11:15:31.066 26/09/2023]',0.08,4.52,0.08,0.07,0.07,0.07,0.11,0.95,0.13,4.37,0.13,0.13,0.17,0.14,0.13,2.19,0.46,4.72,0.50,0.43,0.43,0.40,0.28,3.34,1.09,7.25,1.24,1.06,0.80,1.40,1.71,6.21,0.72,5.65,0.75,0.71,0.67,0.90,1.50,4.94,0
'[11:15:31.129 26/09/2023]',0.08,4.59,0.08,0.07,0.07,0.07,0.11,0.92,0.13,4.44,0.13,0.13,0.16,0.13,0.13,2.12,0.45,4.56,0.49,0.43,0.41,0.39,0.27,3.24,1.11,7.20,1.22,1.06,0.80,1.41,1.62,6.16,0.72,5.67,0.73,0.72,0.67,0.93,1.49,4.99,0
'[11:15:31.197 26/09/2023]',0.08,4.59,0.08,0.08,0.07,0.07,0.13,0.88,0.13,4.53,0.13,0.13,0.15,0.13,0.15,2.07,0.43,4.35,0.46,0.43,0.40,0.38,0.27,3.07,1.12,7.27,1.18,1.06,0.80,1.42,1.59,6.10,0.71,5.67,0.69,0.73,0.68,0.95,1.45,5.00,0
'[11:15:31.264 26/09/2023]',0.09,4.61,0.09,0.09,0.08,0.07,0.12,0.86,0.14,4.58,0.13,0.14,0.15,0.14,0.15,2.06,0.41,4.09,0.45,0.42,0.38,0.36,0.28,2.98,1.11,7.32,1.14,1.03,0.79,1.40,1.56,5.93,0.71,5.65,0.65,0.71,0.66,0.94,1.40,4.93,0
'[11:15:31.339 26/09/2023]',0.10,4.66,0.09,0.10,0.09,0.08,0.13,0.86,0.15,4.58,0.14,0.14,0.15,0.15,0.14,2.08,0.39,3.90,0.43,0.41,0.36,0.36,0.28,2.85,1.11,7.45,1.10,0.99,0.76,1.37,1.55,5.95,0.68,5.58,0.65,0.68,0.65,0.92,1.36,4.95,0
'[11:15:31.418 26/09/2023]',0.10,4.72,0.09,0.10,0.09,0.08,0.13,0.87,0.16,4.62,0.14,0.15,0.14,0.15,0.15,2.05,0.37,3.72,0.40,0.40,0.34,0.35,0.27,2.80,1.11,7.62,1.06,0.94,0.74,1.33,1.53,5.98,0.66,5.47,0.68,0.65,0.64,0.89,1.32,4.98,0
'[11:15:31.487 26/09/2023]',0.10,4.78,0.10,0.10,0.09,0.08,0.13,0.82,0.17,4.71,0.14,0.16,0.14,0.15,0.15,1.98,0.35,3.57,0.38,0.39,0.33,0.34,0.26,2.81,1.12,7.79,1.02,0.90,0.72,1.30,1.50,6.17,0.63,5.33,0.71,0.63,0.64,0.88,1.36,4.96,0
'[11:15:31.546 26/09/2023]',0.11,4.86,0.10,0.11,0.09,0.08,0.13,0.78,0.18,4.82,0.14,0.17,0.13,0.15,0.15,1.93,0.32,3.62,0.37,0.38,0.31,0.34,0.25,2.84,1.12,7.99,0.99,0.87,0.71,1.27,1.48,6.38,0.61,5.19,0.72,0.63,0.65,0.87,1.40,4.92,0
'[11:15:31.573 26/09/2023]',0.11,4.90,0.10,0.11,0.09,0.08,0.14,0.76,0.18,4.91,0.13,0.17,0.13,0.15,0.15,1.88,0.32,3.67,0.38,0.36,0.30,0.33,0.24,2.84,1.12,8.19,0.99,0.84,0.69,1.24,1.47,6.57,0.61,5.04,0.76,0.66,0.65,0.85,1.44,4.86,0
'[11:15:31.600 26/09/2023]',0.11,4.93,0.10,0.11,0.09,0.07,0.13,0.72,0.18,5.06,0.13,0.16,0.12,0.15,0.15,1.87,0.33,3.66,0.38,0.34,0.29,0.34,0.22,2.89,1.12,8.29,0.99,0.81,0.68,1.21,1.48,6.70,0.62,4.94,0.80,0.68,0.66,0.83,1.48,4.80,0
'[11:15:31.624 26/09/2023]',0.11,4.99,0.09,0.11,0.09,0.07,0.14,0.71,0.18,5.21,0.13,0.16,0.11,0.14,0.15,1.86,0.34,3.69,0.39,0.32,0.28,0.33,0.21,2.94,1.14,8.39,0.99,0.79,0.67,1.17,1.53,6.79,0.62,4.76,0.86,0.69,0.67,0.82,1.50,4.65,0
'[11:15:31.653 26/09/2023]',0.11,5.02,0.09,0.11,0.09,0.07,0.13,0.66,0.18,5.34,0.13,0.16,0.11,0.14,0.15,1.85,0.35,3.68,0.39,0.30,0.27,0.32,0.22,2.98,1.15,8.50,1.00,0.78,0.67,1.14,1.57,6.88,0.61,4.56,0.91,0.71,0.67,0.82,1.52,4.44,0
'[11:15:31.678 26/09/2023]',0.11,5.03,0.09,0.11,0.09,0.07,0.13,0.66,0.17,5.48,0.14,0.16,0.11,0.13,0.15,1.83,0.36,3.68,0.39,0.28,0.25,0.31,0.21,2.98,1.17,8.58,1.01,0.78,0.65,1.11,1.59,6.95,0.63,4.36,0.96,0.72,0.67,0.81,1.53,4.28,0
'[11:15:31.704 26/09/2023]',0.11,4.85,0.10,0.11,0.09,0.07,0.13,0.68,0.17,5.85,0.14,0.16,0.11,0.13,0.14,1.77,0.37,4.01,0.39,0.27,0.25,0.30,0.20,3.01,1.19,9.11,1.03,0.77,0.65,1.08,1.59,7.01,0.68,4.61,1.00,0.73,0.67,0.80,1.54,4.18,0
'[11:15:31.741 26/09/2023]',0.11,4.75,0.09,0.11,0.09,0.07,0.13,0.67,0.17,6.15,0.14,0.15,0.11,0.13,0.14,1.73,0.37,4.32,0.39,0.25,0.26,0.29,0.20,3.04,1.22,9.82,1.04,0.77,0.64,1.03,1.61,7.12,0.73,4.68,1.02,0.73,0.65,0.77,1.55,4.19,0
'[11:15:31.768 26/09/2023]',0.11,4.65,0.09,0.11,0.09,0.07,0.14,0.65,0.17,6.44,0.14,0.16,0.11,0.13,0.14,1.71,0.38,4.61,0.39,0.25,0.25,0.28,0.20,3.10,1.25,10.47,1.06,0.76,0.61,0.98,1.63,7.20,0.78,4.73,1.05,0.73,0.63,0.73,1.56,4.30,0
'[11:15:31.795 26/09/2023]',0.11,4.43,0.09,0.11,0.09,0.07,0.13,0.64,0.17,6.61,0.13,0.16,0.11,0.12,0.14,1.66,0.38,4.81,0.39,0.25,0.26,0.27,0.20,3.16,1.26,11.06,1.08,0.77,0.61,0.92,1.63,7.29,0.81,4.84,1.06,0.74,0.66,0.78,1.59,4.44,0
'[11:15:31.823 26/09/2023]',0.11,4.25,0.09,0.11,0.09,0.07,0.13,0.61,0.17,6.77,0.14,0.15,0.10,0.12,0.13,1.65,0.40,4.95,0.40,0.25,0.27,0.26,0.20,3.23,1.25,11.55,1.08,0.78,0.61,0.87,1.65,7.42,0.82,4.87,1.07,0.73,0.69,0.81,1.59,4.52,0
'[11:15:31.847 26/09/2023]',0.11,4.08,0.09,0.11,0.09,0.07,0.12,0.60,0.17,6.94,0.14,0.16,0.10,0.12,0.13,1.65,0.40,5.08,0.39,0.25,0.28,0.24,0.20,3.27,1.24,11.99,1.07,0.77,0.63,0.83,1.66,7.64,0.84,5.05,1.08,0.72,0.71,0.81,1.59,4.55,0
'[11:15:31.874 26/09/2023]',0.10,3.95,0.09,0.10,0.09,0.07,0.12,0.59,0.17,7.10,0.14,0.15,0.10,0.12,0.13,1.61,0.41,5.34,0.39,0.25,0.29,0.23,0.20,3.32,1.22,12.35,1.05,0.76,0.64,0.82,1.68,7.75,0.86,5.20,1.10,0.71,0.73,0.81,1.59,4.55,0
'[11:15:31.906 26/09/2023]',0.10,4.04,0.08,0.10,0.09,0.07,0.11,0.58,0.16,7.19,0.13,0.16,0.10,0.12,0.13,1.62,0.41,5.72,0.39,0.26,0.31,0.23,0.19,3.30,1.20,12.59,1.02,0.74,0.65,0.84,1.70,7.79,0.87,5.41,1.11,0.70,0.75,0.81,1.58,4.56,0
'[11:15:31.935 26/09/2023]',0.10,4.14,0.08,0.10,0.09,0.07,0.11,0.60,0.16,7.35,0.14,0.16,0.11,0.12,0.13,1.67,0.41,5.97,0.38,0.25,0.31,0.22,0.18,3.21,1.18,12.74,1.00,0.74,0.65,0.85,1.71,7.76,0.89,5.56,1.13,0.68,0.76,0.80,1.67,4.55,0
'[11:15:31.963 26/09/2023]',0.09,4.20,0.08,0.09,0.09,0.06,0.10,0.56,0.16,7.50,0.14,0.15,0.11,0.11,0.13,1.66,0.40,6.14,0.37,0.25,0.32,0.21,0.18,3.17,1.17,12.80,1.01,0.75,0.65,0.85,1.72,7.71,0.90,5.75,1.15,0.70,0.78,0.81,1.78,4.58,0
'[11:15:31.996 26/09/2023]',0.09,4.31,0.08,0.09,0.09,0.06,0.10,0.57,0.15,7.57,0.14,0.15,0.11,0.11,0.13,1.59,0.40,6.27,0.36,0.24,0.32,0.21,0.19,3.15,1.15,12.86,1.02,0.77,0.65,0.85,1.75,7.73,0.92,6.02,1.15,0.71,0.80,0.82,1.88,4.55,0
'[11:15:32.022 26/09/2023]',0.09,4.36,0.07,0.09,0.09,0.06,0.10,0.55,0.15,7.69,0.13,0.15,0.11,0.11,0.14,1.55,0.40,6.46,0.35,0.23,0.33,0.20,0.18,3.15,1.12,12.84,1.02,0.80,0.68,0.84,1.78,7.81,0.93,6.30,1.16,0.73,0.82,0.83,1.96,4.47,0
'[11:15:32.054 26/09/2023]',0.08,4.36,0.07,0.08,0.08,0.06,0.10,0.54,0.15,7.72,0.13,0.15,0.12,0.10,0.14,1.47,0.40,6.55,0.36,0.23,0.34,0.20,0.18,3.08,1.10,12.78,1.02,0.81,0.71,0.84,1.79,7.94,0.94,6.50,1.17,0.74,0.83,0.83,2.01,4.37,0
'[11:15:32.080 26/09/2023]',0.08,4.32,0.07,0.08,0.09,0.06,0.10,0.54,0.15,7.69,0.13,0.14,0.12,0.11,0.14,1.45,0.41,6.70,0.37,0.23,0.35,0.19,0.17,3.08,1.07,12.77,0.99,0.82,0.74,0.84,1.78,8.02,0.97,6.76,1.17,0.77,0.85,0.83,2.05,4.19,0
'[11:15:32.110 26/09/2023]',0.08,4.25,0.07,0.08,0.09,0.06,0.10,0.53,0.15,7.59,0.12,0.14,0.13,0.10,0.14,1.36,0.41,6.97,0.36,0.23,0.36,0.18,0.17,3.07,1.09,12.89,0.95,0.81,0.76,0.81,1.77,8.06,0.98,6.90,1.17,0.77,0.87,0.85,2.07,3.95,0
'[11:15:32.132 26/09/2023]',0.08,4.16,0.07,0.08,0.09,0.05,0.10,0.54,0.16,7.44,0.12,0.14,0.13,0.10,0.13,1.34,0.41,7.24,0.36,0.23,0.37,0.17,0.16,3.01,1.11,13.01,0.95,0.79,0.78,0.80,1.74,8.08,0.97,7.04,1.16,0.78,0.88,0.84,2.11,3.84,0
'[11:15:32.158 26/09/2023]',0.08,4.05,0.07,0.07,0.08,0.05,0.11,0.55,0.16,7.24,0.12,0.15,0.13,0.10,0.13,1.29,0.40,7.48,0.35,0.22,0.38,0.17,0.16,3.00,1.13,13.02,0.99,0.77,0.80,0.83,1.66,8.00,0.95,7.30,1.15,0.78,0.89,0.84,2.10,3.93,0
'[11:15:32.194 26/09/2023]',0.09,3.92,0.07,0.07,0.09,0.05,0.10,0.52,0.16,7.07,0.13,0.14,0.14,0.10,0.13,1.27,0.40,7.69,0.36,0.21,0.38,0.17,0.16,2.95,1.13,13.05,1.01,0.75,0.81,0.86,1.58,7.91,0.94,7.61,1.14,0.77,0.89,0.83,2.09,3.98,0
'[11:15:32.221 26/09/2023]',0.09,3.70,0.07,0.08,0.09,0.06,0.10,0.51,0.16,6.97,0.12,0.15,0.15,0.11,0.12,1.26,0.40,7.88,0.35,0.21,0.39,0.18,0.16,2.87,1.10,13.11,1.01,0.76,0.83,0.90,1.51,7.78,0.94,7.94,1.12,0.76,0.88,0.81,2.06,4.06,0
'[11:15:32.247 26/09/2023]',0.09,3.51,0.07,0.08,0.10,0.06,0.10,0.48,0.16,6.90,0.12,0.14,0.15,0.11,0.12,1.22,0.38,7.93,0.34,0.20,0.40,0.18,0.16,2.81,1.07,13.22,1.03,0.76,0.85,0.93,1.47,7.95,0.92,8.18,1.10,0.74,0.87,0.80,2.00,4.07,0
'[11:15:32.284 26/09/2023]',0.09,3.41,0.08,0.07,0.09,0.05,0.10,0.46,0.16,6.76,0.12,0.13,0.14,0.11,0.12,1.20,0.37,8.04,0.33,0.19,0.39,0.17,0.16,2.72,1.07,13.27,1.03,0.76,0.86,0.95,1.47,8.21,0.90,8.33,1.12,0.71,0.86,0.79,1.93,4.16,0
'[11:15:32.311 26/09/2023]',0.09,3.28,0.08,0.08,0.10,0.05,0.10,0.48,0.16,6.69,0.12,0.13,0.14,0.11,0.12,1.23,0.36,8.10,0.33,0.18,0.40,0.17,0.16,2.63,1.06,13.23,1.03,0.75,0.88,0.96,1.46,8.56,0.90,8.58,1.14,0.69,0.85,0.77,1.88,4.12,0
'[11:15:32.346 26/09/2023]',0.09,3.34,0.08,0.08,0.10,0.06,0.10,0.50,0.15,6.54,0.12,0.13,0.15,0.10,0.11,1.22,0.34,8.08,0.32,0.18,0.40,0.17,0.17,2.63,1.05,13.09,1.04,0.77,0.90,0.96,1.45,8.85,0.90,8.91,1.15,0.65,0.85,0.75,1.83,4.04,0
'[11:15:32.369 26/09/2023]',0.08,3.53,0.08,0.08,0.10,0.06,0.10,0.48,0.14,6.43,0.12,0.12,0.15,0.10,0.12,1.18,0.33,8.04,0.31,0.17,0.40,0.16,0.17,2.65,1.09,13.16,1.04,0.82,0.92,0.96,1.47,9.09,0.89,9.15,1.16,0.63,0.83,0.77,1.78,3.96,0
'[11:15:32.398 26/09/2023]',0.08,3.75,0.07,0.07,0.10,0.06,0.09,0.47,0.13,6.30,0.12,0.12,0.15,0.10,0.12,1.19,0.32,8.06,0.30,0.17,0.40,0.16,0.17,2.62,1.14,13.45,1.04,0.87,0.95,0.96,1.47,9.26,0.89,9.36,1.16,0.65,0.82,0.78,1.72,3.86,0
'[11:15:32.424 26/09/2023]',0.08,3.96,0.08,0.07,0.11,0.06,0.09,0.44,0.13,6.15,0.13,0.12,0.15,0.10,0.11,1.21,0.32,8.11,0.31,0.16,0.40,0.15,0.18,2.56,1.18,13.74,1.06,0.91,0.96,0.95,1.47,9.46,0.87,9.51,1.16,0.68,0.81,0.79,1.70,4.03,0
'[11:15:32.456 26/09/2023]',0.08,4.14,0.08,0.07,0.10,0.06,0.09,0.44,0.13,6.04,0.14,0.11,0.15,0.10,0.12,1.21,0.31,8.13,0.30,0.17,0.41,0.16,0.19,2.49,1.23,13.95,1.08,0.94,0.96,0.95,1.48,9.60,0.86,9.71,1.14,0.70,0.79,0.80,1.71,4.14,0
'[11:15:32.507 26/09/2023]',0.08,4.27,0.08,0.07,0.10,0.06,0.09,0.43,0.13,5.90,0.14,0.11,0.15,0.09,0.11,1.26,0.30,8.15,0.29,0.16,0.41,0.16,0.20,2.46,1.26,14.09,1.09,0.97,0.97,0.93,1.50,9.68,0.86,9.82,1.12,0.71,0.77,0.80,1.71,4.27,0
'[11:15:32.594 26/09/2023]',0.07,4.17,0.07,0.07,0.11,0.06,0.09,0.44,0.12,5.69,0.14,0.10,0.15,0.09,0.11,1.26,0.29,8.03,0.28,0.16,0.41,0.16,0.21,2.41,1.28,13.90,1.10,0.98,0.97,0.92,1.54,9.68,0.86,9.42,1.09,0.71,0.74,0.79,1.70,4.39,0
'[11:15:32.674 26/09/2023]',0.07,4.23,0.08,0.07,0.10,0.06,0.09,0.44,0.12,5.36,0.15,0.10,0.15,0.09,0.11,1.24,0.29,7.66,0.29,0.16,0.39,0.15,0.21,2.30,1.30,13.52,1.10,0.98,0.99,0.93,1.58,9.63,0.88,9.12,1.06,0.71,0.71,0.78,1.69,4.48,0
'[11:15:32.749 26/09/2023]',0.07,4.28,0.08,0.06,0.10,0.06,0.09,0.43,0.12,5.13,0.16,0.11,0.14,0.10,0.11,1.24,0.28,7.27,0.29,0.16,0.39,0.15,0.21,2.16,1.33,13.21,1.09,1.00,1.00,0.95,1.60,9.65,0.89,8.76,1.03,0.70,0.70,0.75,1.67,4.55,0
'[11:15:32.824 26/09/2023]',0.07,4.27,0.07,0.06,0.10,0.06,0.08,0.42,0.12,4.97,0.16,0.11,0.14,0.10,0.11,1.25,0.27,6.80,0.28,0.16,0.38,0.15,0.22,2.09,1.35,12.79,1.07,1.00,1.06,0.98,1.63,9.56,0.90,8.34,1.01,0.69,0.68,0.77,1.67,4.67,0
'[11:15:32.896 26/09/2023]',0.07,4.28,0.07,0.06,0.09,0.06,0.10,0.42,0.13,4.82,0.17,0.11,0.14,0.10,0.13,1.26,0.26,6.55,0.27,0.16,0.36,0.15,0.24,2.00,1.38,12.33,1.04,0.99,1.09,1.00,1.64,9.39,0.89,7.97,0.98,0.67,0.67,0.77,1.62,4.69,0
'[11:15:32.965 26/09/2023]',0.06,4.29,0.07,0.06,0.09,0.06,0.09,0.40,0.13,4.67,0.17,0.12,0.13,0.11,0.13,1.24,0.26,6.39,0.27,0.15,0.35,0.14,0.24,1.95,1.41,11.89,1.00,0.99,1.13,1.03,1.67,9.21,0.89,7.65,0.96,0.64,0.66,0.75,1.54,4.65,0
'[11:15:33.032 26/09/2023]',0.06,4.29,0.07,0.06,0.09,0.06,0.09,0.38,0.14,4.54,0.18,0.11,0.13,0.10,0.12,1.22,0.25,6.28,0.26,0.15,0.34,0.14,0.25,1.91,1.44,11.49,0.97,1.00,1.18,1.06,1.67,9.04,0.89,7.29,0.95,0.65,0.65,0.72,1.49,4.65,0
'[11:15:33.105 26/09/2023]',0.06,4.31,0.07,0.06,0.09,0.06,0.08,0.38,0.14,4.54,0.19,0.12,0.12,0.10,0.12,1.21,0.24,6.16,0.25,0.15,0.32,0.14,0.25,1.86,1.47,11.15,0.95,1.01,1.22,1.08,1.67,8.91,0.89,7.01,0.93,0.65,0.64,0.71,1.47,4.64,0
'[11:15:33.173 26/09/2023]',0.06,4.33,0.07,0.06,0.09,0.05,0.09,0.40,0.15,4.54,0.20,0.12,0.12,0.10,0.12,1.21,0.24,6.04,0.25,0.15,0.31,0.13,0.26,1.82,1.49,10.82,0.94,1.01,1.25,1.10,1.65,8.78,0.90,6.75,0.91,0.65,0.64,0.70,1.43,4.63,0
'[11:15:33.238 26/09/2023]',0.06,4.27,0.07,0.06,0.09,0.05,0.09,0.42,0.16,4.62,0.21,0.12,0.11,0.09,0.13,1.20,0.23,5.85,0.24,0.15,0.30,0.13,0.26,1.79,1.51,10.54,0.93,1.01,1.27,1.11,1.63,8.64,0.92,6.51,0.89,0.64,0.64,0.70,1.39,4.64,0
'[11:15:33.306 26/09/2023]',0.06,4.24,0.08,0.06,0.09,0.05,0.09,0.41,0.17,4.66,0.22,0.12,0.11,0.09,0.13,1.14,0.22,5.65,0.24,0.15,0.29,0.13,0.25,1.79,1.53,10.27,0.91,1.01,1.29,1.12,1.62,8.52,0.93,6.28,0.88,0.63,0.66,0.73,1.39,4.63,0
'[11:15:33.383 26/09/2023]',0.07,4.19,0.08,0.06,0.09,0.06,0.09,0.40,0.18,4.75,0.23,0.13,0.11,0.10,0.13,1.14,0.21,5.49,0.23,0.16,0.28,0.13,0.23,1.71,1.56,10.01,0.94,1.02,1.31,1.14,1.71,8.39,0.94,6.00,0.88,0.62,0.67,0.76,1.35,4.56,0
'[11:15:33.458 26/09/2023]',0.06,4.16,0.07,0.07,0.09,0.06,0.09,0.41,0.18,4.84,0.23,0.13,0.11,0.10,0.14,1.07,0.20,5.34,0.23,0.17,0.27,0.12,0.23,1.68,1.60,9.71,0.97,1.05,1.35,1.17,1.80,8.23,0.94,5.77,0.88,0.62,0.67,0.80,1.34,4.50,0
'[11:15:33.542 26/09/2023]',0.06,4.20,0.07,0.06,0.09,0.06,0.09,0.48,0.19,4.89,0.24,0.13,0.11,0.11,0.13,1.08,0.19,5.25,0.23,0.18,0.26,0.12,0.26,1.60,1.62,9.33,0.99,1.07,1.38,1.19,1.86,7.97,0.95,5.40,0.89,0.64,0.66,0.83,1.39,4.33,0
